Local time,Ask,Bid,AskVolume,BidVolume
10.06.2016 09:57:52.728 GMT+0100,6151.42,6151.24,0,0.0003
10.06.2016 09:57:53.065 GMT+0100,6151.43,6151.243,0,0.0003
10.06.2016 09:57:54.651 GMT+0100,6151.41,6151.237,0,0.0003
10.06.2016 09:57:55.037 GMT+0100,6151.35,6151.217,0,0.0003
10.06.2016 09:57:55.697 GMT+0100,6151.37,6151.223,0,0.0003
10.06.2016 09:57:56.687 GMT+0100,6151.39,6151.23,0,0.0003
10.06.2016 09:57:56.797 GMT+0100,6151.38,6151.227,0,0.0003
10.06.2016 09:57:57.127 GMT+0100,6151.36,6151.22,0,0.0003
10.06.2016 09:57:57.897 GMT+0100,6151.38,6151.227,0,0.0003
10.06.2016 09:57:58.349 GMT+0100,6151.35,6151.217,0,0.0003
10.06.2016 09:57:59.130 GMT+0100,6151.33,6151.21,0,0.0003
10.06.2016 09:57:59.658 GMT+0100,6151.36,6151.22,0,0.0003
10.06.2016 09:58:00.141 GMT+0100,6151.33,6151.21,0,0.0003
10.06.2016 09:58:00.647 GMT+0100,6151.37,6151.223,0,0.0003
10.06.2016 09:58:00.977 GMT+0100,6151.36,6151.22,0,0.0003
10.06.2016 09:58:02.297 GMT+0100,6151.35,6151.217,0,0.0003
10.06.2016 09:58:05.487 GMT+0100,6151.34,6151.213,0,0.0003
10.06.2016 09:58:06.727 GMT+0100,6151.19,6150.5,0,0.0001
10.06.2016 09:58:06.778 GMT+0100,6150.91,6150.8,0,0.0003
10.06.2016 09:58:07.269 GMT+0100,6150.88,6150.727,0,0.0003
10.06.2016 09:58:07.837 GMT+0100,6150.89,6150.73,0,0.0003
10.06.2016 09:58:08.257 GMT+0100,6150.91,6150.737,0,0.0003
10.06.2016 09:58:08.698 GMT+0100,6150.83,6150.71,0,0.0003
10.06.2016 09:58:08.807 GMT+0100,6150.91,6150.737,0,0.0003
10.06.2016 09:58:09.081 GMT+0100,6150.87,6150.723,0,0.0003
10.06.2016 09:58:09.331 GMT+0100,6150.87,6150.3,0,0.0003
10.06.2016 09:58:09.382 GMT+0100,6150.86,6150.3,0,0.0003
10.06.2016 09:58:09.847 GMT+0100,6150.83,6150.3,0,0.0003
10.06.2016 09:58:10.259 GMT+0100,6150.4,6150.233,0,0.0003
10.06.2016 09:58:10.677 GMT+0100,6150.29,6149.5,0,0.0001
10.06.2016 09:58:10.897 GMT+0100,6150.23,6149.5,0,0.0001
10.06.2016 09:58:11.337 GMT+0100,6150.21,6149.5,0,0.0001
10.06.2016 09:58:12.547 GMT+0100,6150.19,6149.5,0,0.0001
10.06.2016 09:58:12.987 GMT+0100,6150.16,6149.5,0,0.0001
10.06.2016 09:58:13.346 GMT+0100,6149.99,6149.5,0,0.0001
10.06.2016 09:58:13.587 GMT+0100,6150.01,6149.01,0,0.0009
10.06.2016 09:58:13.643 GMT+0100,6150.1,6149.837,0,0.0003
10.06.2016 09:58:13.744 GMT+0100,6150.01,6149.737,0,0.0003
10.06.2016 09:58:15.297 GMT+0100,6149.85,6149.683,0,0.0003
10.06.2016 09:58:15.627 GMT+0100,6149.83,6149.677,0,0.0003
10.06.2016 09:58:15.847 GMT+0100,6149.84,6149.68,0,0.0003
10.06.2016 09:58:16.067 GMT+0100,6149.83,6149.677,0,0.0003
10.06.2016 09:58:16.526 GMT+0100,6149.85,6149.683,0,0.0003
10.06.2016 09:58:17.057 GMT+0100,6149.84,6149.68,0,0.0003
10.06.2016 09:58:17.387 GMT+0100,6149.83,6149.677,0,0.0003
10.06.2016 09:58:17.701 GMT+0100,6149.8,6149.667,0,0.0003
10.06.2016 09:58:17.937 GMT+0100,6149.79,6148.9,0,0.0001
10.06.2016 09:58:18.545 GMT+0100,6149.81,6148.9,0,0.0001
10.06.2016 09:58:18.707 GMT+0100,6149.79,6148.9,0,0.0001
10.06.2016 09:58:19.391 GMT+0100,6149.78,6148.9,0,0.0001
10.06.2016 09:58:19.807 GMT+0100,6149.79,6148.9,0,0.0001
10.06.2016 09:58:20.137 GMT+0100,6149.82,6148.9,0,0.0001
10.06.2016 09:58:21.028 GMT+0100,6149.82,6149,0,0.0001
10.06.2016 09:58:21.129 GMT+0100,6150.15,6149.15,0,0.0009
10.06.2016 09:58:21.457 GMT+0100,6150.09,6149.09,0,0.0009
10.06.2016 09:58:22.058 GMT+0100,6150.09,6149.797,0,0.0003
10.06.2016 09:58:22.432 GMT+0100,6150.02,6149.02,0,0.0009
10.06.2016 09:58:22.483 GMT+0100,6150.07,6149.07,0,0.0009
10.06.2016 09:58:22.997 GMT+0100,6150.17,6149.17,0,0.0009
10.06.2016 09:58:23.563 GMT+0100,6150.17,6149.8,0,0.0003
10.06.2016 09:58:24.039 GMT+0100,6149.98,6149.76,0,0.0003
10.06.2016 09:58:24.372 GMT+0100,6149.96,6149.753,0,0.0003
10.06.2016 09:58:24.443 GMT+0100,6149.323,6147.67,0,0.0013
10.06.2016 09:58:24.763 GMT+0100,6150,6149,0,0.0013
10.06.2016 09:58:26.169 GMT+0100,6149.97,6148.97,0,0.0013
10.06.2016 09:58:26.571 GMT+0100,6150.13,6149.8,0,0.0003
10.06.2016 09:58:26.677 GMT+0100,6150.1,6149.1,0,0.0013
10.06.2016 09:58:27.177 GMT+0100,6150.14,6149.14,0,0.0013
10.06.2016 09:58:28.277 GMT+0100,6150.13,6149.13,0,0.0013
10.06.2016 09:58:29.707 GMT+0100,6150.17,6149.17,0,0.0013
10.06.2016 09:58:30.367 GMT+0100,6150.18,6149.18,0,0.0013
10.06.2016 09:58:31.248 GMT+0100,6150.16,6149.16,0,0.0013
10.06.2016 09:58:31.467 GMT+0100,6150.23,6149.23,0,0.0013
10.06.2016 09:58:31.797 GMT+0100,6150.25,6149.25,0,0.0013
10.06.2016 09:58:33.227 GMT+0100,6150.23,6149.23,0,0.0013
10.06.2016 09:58:33.795 GMT+0100,6149.98,6148.98,0,0.0013
10.06.2016 09:58:33.847 GMT+0100,6149.94,6149.747,0,0.0003
10.06.2016 09:58:34.185 GMT+0100,6149.85,6149.5,0,0.0003
10.06.2016 09:58:34.286 GMT+0100,6149.9,6149.717,0,0.0003
10.06.2016 09:58:34.336 GMT+0100,6149.58,6148.58,0,0.0013
10.06.2016 09:58:34.486 GMT+0100,6149.58,6149.3,0,0.0003
10.06.2016 09:58:35.040 GMT+0100,6149.41,6149.237,0,0.0003
10.06.2016 09:58:35.427 GMT+0100,6149.37,6149.223,0,0.0003
10.06.2016 09:58:35.978 GMT+0100,6149.36,6149.22,0,0.0003
10.06.2016 09:58:36.197 GMT+0100,6149.49,6149.263,0,0.0003
10.06.2016 09:58:36.535 GMT+0100,6149.41,6149.237,0,0.0003
10.06.2016 09:58:36.857 GMT+0100,6149.39,6149.23,0,0.0003
10.06.2016 09:58:37.267 GMT+0100,6149.32,6149.207,0,0.0003
10.06.2016 09:58:37.407 GMT+0100,6149.28,6148.5,0,0.0001
10.06.2016 09:58:37.556 GMT+0100,6149.28,6148.28,0,0.0009
10.06.2016 09:58:37.627 GMT+0100,6149.23,6148.23,0,0.0009
10.06.2016 09:58:37.693 GMT+0100,6149.23,6148.91,0,0.0003
10.06.2016 09:58:38.102 GMT+0100,6149.16,6148.16,0,0.0009
10.06.2016 09:58:38.177 GMT+0100,6149.08,6148.08,0,0.0009
10.06.2016 09:58:38.261 GMT+0100,6149.08,6148.08,0,0.0009
10.06.2016 09:58:38.727 GMT+0100,6149.16,6148.16,0,0.0009
10.06.2016 09:58:38.777 GMT+0100,6149.16,6148.16,0,0.0009
10.06.2016 09:58:39.059 GMT+0100,6149.15,6148.15,0,0.0009
10.06.2016 09:58:39.392 GMT+0100,6149.16,6148.16,0,0.0009
10.06.2016 09:58:39.937 GMT+0100,6149.09,6148.09,0,0.0009
10.06.2016 09:58:40.267 GMT+0100,6149.18,6148.18,0,0.0009
10.06.2016 09:58:41.075 GMT+0100,6149.18,6148.18,0,0.0009
10.06.2016 09:58:41.477 GMT+0100,6149.24,6148.24,0,0.0009
10.06.2016 09:58:42.577 GMT+0100,6149.18,6148.18,0,0.0009
10.06.2016 09:58:43.017 GMT+0100,6149.16,6148.16,0,0.0009
10.06.2016 09:58:43.545 GMT+0100,6149.13,6148.13,0,0.0009
10.06.2016 09:58:43.596 GMT+0100,6149.1,6148.1,0,0.0009
10.06.2016 09:58:43.646 GMT+0100,6149.1,6148.867,0,0.0003
10.06.2016 09:58:43.786 GMT+0100,6149.1,6148.9,0,0.0003
10.06.2016 09:58:46.039 GMT+0100,6149.2,6148.2,0,0.0009
10.06.2016 09:58:46.097 GMT+0100,6149.14,6148.14,0,0.0009
10.06.2016 09:58:46.534 GMT+0100,6149.16,6148.16,0,0.0009
10.06.2016 09:58:46.867 GMT+0100,6149.1,6148.1,0,0.0013
10.06.2016 09:58:49.219 GMT+0100,6149.1,6148.9,0,0.0003
10.06.2016 09:58:50.222 GMT+0100,6149.18,6148.8,0,0.0003
10.06.2016 09:58:50.387 GMT+0100,6149.02,6148.8,0,0.0003
10.06.2016 09:58:51.066 GMT+0100,6149.1,6148.84,0,0.0003
10.06.2016 09:58:51.117 GMT+0100,6148.91,6148.3,0,0.0003
10.06.2016 09:58:51.267 GMT+0100,6148.34,6148.22,0,0.0003
10.06.2016 09:58:51.487 GMT+0100,6148.48,6148.3,0,0.0003
10.06.2016 09:58:51.816 GMT+0100,6148.44,6148.247,0,0.0003
10.06.2016 09:58:52.146 GMT+0100,6148.43,6148.243,0,0.0003
10.06.2016 09:58:52.430 GMT+0100,6148.43,6147.5,0,0.0001
10.06.2016 09:58:52.587 GMT+0100,6148.45,6147.5,0,0.0001
10.06.2016 09:58:52.738 GMT+0100,6148.45,6148.25,0,0.0003
10.06.2016 09:58:52.807 GMT+0100,6148.54,6148.28,0,0.0003
10.06.2016 09:58:53.246 GMT+0100,6148.23,6147.5,0,0.0001
10.06.2016 09:58:53.468 GMT+0100,6148.2,6147.5,0,0.0001
10.06.2016 09:58:54.478 GMT+0100,6148.21,6147.5,0,0.0001
10.06.2016 09:58:54.566 GMT+0100,6148.23,6147.5,0,0.0001
10.06.2016 09:58:54.897 GMT+0100,6148.27,6147.5,0,0.0001
10.06.2016 09:58:55.116 GMT+0100,6148.16,6147.5,0,0.0001
10.06.2016 09:58:56.876 GMT+0100,6148.17,6147.5,0,0.0001
10.06.2016 09:58:57.294 GMT+0100,6148.15,6147.5,0,0.0001
10.06.2016 09:58:58.306 GMT+0100,6148.16,6147.5,0,0.0001
10.06.2016 09:58:58.416 GMT+0100,6148.15,6147.5,0,0.0001
10.06.2016 09:58:59.032 GMT+0100,6148.16,6147.5,0,0.0001
10.06.2016 09:58:59.736 GMT+0100,6148.15,6147.5,0,0.0001
10.06.2016 09:59:00.653 GMT+0100,6148.17,6147.5,0,0.0001
10.06.2016 09:59:00.726 GMT+0100,6148.18,6147.5,0,0.0001
10.06.2016 09:59:01.166 GMT+0100,6148.26,6147.5,0,0.0001
10.06.2016 09:59:01.606 GMT+0100,6148.25,6147.5,0,0.0001
10.06.2016 09:59:01.937 GMT+0100,6148.24,6147.5,0,0.0001
10.06.2016 09:59:02.266 GMT+0100,6148.37,6147.5,0,0.0001
10.06.2016 09:59:02.487 GMT+0100,6148.36,6147.5,0,0.0001
10.06.2016 09:59:03.256 GMT+0100,6148.4,6147.5,0,0.0001
10.06.2016 09:59:03.762 GMT+0100,6148.38,6147.5,0,0.0001
10.06.2016 09:59:04.356 GMT+0100,6148.39,6147.5,0,0.0001
10.06.2016 09:59:05.237 GMT+0100,6148.38,6147.5,0,0.0001
10.06.2016 09:59:05.507 GMT+0100,6148.07,6147.07,0,0.0009
10.06.2016 09:59:05.676 GMT+0100,6148.24,6147.24,0,0.0009
10.06.2016 09:59:05.898 GMT+0100,6148.22,6147.22,0,0.0009
10.06.2016 09:59:06.227 GMT+0100,6148.28,6147.28,0,0.0009
10.06.2016 09:59:06.497 GMT+0100,6148.61,6147.61,0,0.0009
10.06.2016 09:59:07.030 GMT+0100,6148.63,6147.63,0,0.0009
10.06.2016 09:59:07.546 GMT+0100,6148.69,6147.69,0,0.0009
10.06.2016 09:59:07.876 GMT+0100,6148.68,6147.68,0,0.0009
10.06.2016 09:59:08.206 GMT+0100,6148.63,6147.63,0,0.0009
10.06.2016 09:59:09.202 GMT+0100,6148.6,6147.6,0,0.0009
10.06.2016 09:59:09.464 GMT+0100,6148.6,6148.367,0,0.0003
10.06.2016 09:59:09.564 GMT+0100,6148.6,6147.6,0,0.0009
10.06.2016 09:59:09.636 GMT+0100,6148.89,6147.89,0,0.0009
10.06.2016 09:59:10.432 GMT+0100,6148.88,6147.88,0,0.0009
10.06.2016 09:59:11.066 GMT+0100,6148.87,6147.87,0,0.0009
10.06.2016 09:59:11.396 GMT+0100,6148.83,6147.83,0,0.0009
10.06.2016 09:59:11.616 GMT+0100,6148.84,6147.84,0,0.0009
10.06.2016 09:59:12.716 GMT+0100,6148.85,6147.85,0,0.0009
10.06.2016 09:59:13.195 GMT+0100,6148.84,6147.84,0,0.0009
10.06.2016 09:59:13.376 GMT+0100,6148.81,6147.81,0,0.0009
10.06.2016 09:59:15.136 GMT+0100,6148.83,6147.83,0,0.0009
10.06.2016 09:59:15.466 GMT+0100,6148.87,6147.87,0,0.0009
10.06.2016 09:59:15.625 GMT+0100,6148.87,6148,0,0.0001
10.06.2016 09:59:15.890 GMT+0100,6150.02,6149.02,0,0.0009
10.06.2016 09:59:15.941 GMT+0100,6150.02,6149.02,0,0.0009
10.06.2016 09:59:16.398 GMT+0100,6150.6,6149.6,0,0.0009
10.06.2016 09:59:16.679 GMT+0100,6150.6,6150.367,0,0.0003
10.06.2016 09:59:16.779 GMT+0100,6150.6,6150.3,0,0.0003
10.06.2016 09:59:17.143 GMT+0100,6150.36,6150.22,0,0.0003
10.06.2016 09:59:17.558 GMT+0100,6150.39,6150.23,0,0.0003
10.06.2016 09:59:17.776 GMT+0100,6150.46,6150.253,0,0.0003
10.06.2016 09:59:17.827 GMT+0100,6150.46,6149.46,0,0.0009
10.06.2016 09:59:18.394 GMT+0100,6150.56,6149.56,0,0.0009
10.06.2016 09:59:18.447 GMT+0100,6150.56,6149.56,0,0.0009
10.06.2016 09:59:18.497 GMT+0100,6150.6,6150.353,0,0.0003
10.06.2016 09:59:18.986 GMT+0100,6150.5,6150.267,0,0.0003
10.06.2016 09:59:19.147 GMT+0100,6150.52,6150.3,0,0.0003
10.06.2016 09:59:19.206 GMT+0100,6150.52,6149.8,0,0.0003
10.06.2016 09:59:19.288 GMT+0100,6150.52,6149.52,0.0005,0.0002
10.06.2016 09:59:19.648 GMT+0100,6149.91,6149.47,0,0.0003
10.06.2016 09:59:19.699 GMT+0100,6149.63,6149.3,0,0.0003
10.06.2016 09:59:19.798 GMT+0100,6149.63,6149.377,0,0.0003
10.06.2016 09:59:19.917 GMT+0100,6149.54,6148.54,0,0.0009
10.06.2016 09:59:20.087 GMT+0100,6149.62,6148.62,0,0.0009
10.06.2016 09:59:20.417 GMT+0100,6149.97,6148.97,0,0.0009
10.06.2016 09:59:20.747 GMT+0100,6149.84,6148.84,0,0.0009
10.06.2016 09:59:21.140 GMT+0100,6149.8,6148.8,0,0.0013
10.06.2016 09:59:21.446 GMT+0100,6149.86,6148.86,0,0.0009
10.06.2016 09:59:21.874 GMT+0100,6149.9,6149.653,0,0.0003
10.06.2016 09:59:23.166 GMT+0100,6150.01,6149.91,0,0.0003
10.06.2016 09:59:24.606 GMT+0100,6150.14,6149.747,0,0.0003
10.06.2016 09:59:24.808 GMT+0100,6150.1,6150,0,0.0003
10.06.2016 09:59:25.008 GMT+0100,6150.05,6149.05,0,0.0009
10.06.2016 09:59:25.143 GMT+0100,6150.05,6149.05,0,0.0009
10.06.2016 09:59:25.257 GMT+0100,6150.17,6149.17,0,0.0009
10.06.2016 09:59:26.576 GMT+0100,6150.21,6149.21,0,0.0009
10.06.2016 09:59:26.906 GMT+0100,6150.19,6149.19,0,0.0009
10.06.2016 09:59:27.236 GMT+0100,6150.12,6149.12,0,0.0009
10.06.2016 09:59:27.456 GMT+0100,6150.13,6149.13,0,0.0009
10.06.2016 09:59:28.021 GMT+0100,6150.14,6149.14,0,0.0009
10.06.2016 09:59:28.336 GMT+0100,6150.19,6149.19,0,0.0009
10.06.2016 09:59:28.777 GMT+0100,6150.15,6149.15,0,0.0009
10.06.2016 09:59:29.106 GMT+0100,6150.17,6149.17,0,0.0009
10.06.2016 09:59:29.766 GMT+0100,6150.12,6149.12,0,0.0009
10.06.2016 09:59:29.986 GMT+0100,6150.21,6149.21,0,0.0009
10.06.2016 09:59:30.206 GMT+0100,6150.17,6149.17,0,0.0009
10.06.2016 09:59:31.490 GMT+0100,6150.21,6149.21,0,0.0009
10.06.2016 09:59:31.966 GMT+0100,6150.27,6149.27,0,0.0009
10.06.2016 09:59:32.297 GMT+0100,6150.57,6149.57,0,0.0009
10.06.2016 09:59:32.626 GMT+0100,6150.67,6149.67,0,0.0009
10.06.2016 09:59:32.775 GMT+0100,6150.67,6149.67,0,0.0009
10.06.2016 09:59:32.846 GMT+0100,6150.66,6149.66,0,0.0009
10.06.2016 09:59:33.946 GMT+0100,6150.65,6149.65,0,0.0009
10.06.2016 09:59:34.277 GMT+0100,6150.61,6149.61,0,0.0009
10.06.2016 09:59:34.826 GMT+0100,6150.66,6149.66,0,0.0009
10.06.2016 09:59:35.185 GMT+0100,6150.78,6149.78,0,0.0009
10.06.2016 09:59:36.256 GMT+0100,6150.8,6149.8,0,0.0009
10.06.2016 09:59:37.166 GMT+0100,6150.72,6149.72,0,0.0009
10.06.2016 09:59:37.356 GMT+0100,6150.63,6149.63,0,0.0009
10.06.2016 09:59:37.586 GMT+0100,6151.34,6150.34,0,0.0009
10.06.2016 09:59:37.906 GMT+0100,6151.27,6150.27,0,0.0009
10.06.2016 09:59:37.995 GMT+0100,6151.27,6150.27,0,0.0009
10.06.2016 09:59:38.269 GMT+0100,6151.22,6150.22,0,0.0009
10.06.2016 09:59:38.456 GMT+0100,6151.19,6150.19,0,0.0009
10.06.2016 09:59:38.676 GMT+0100,6151.23,6150.23,0,0.0009
10.06.2016 09:59:39.116 GMT+0100,6151.19,6150.19,0,0.0009
10.06.2016 09:59:39.506 GMT+0100,6151.19,6150.19,0,0.0009
10.06.2016 09:59:39.776 GMT+0100,6150.93,6149.93,0,0.0009
10.06.2016 09:59:39.826 GMT+0100,6150.93,6150,0,0.0001
10.06.2016 09:59:40.326 GMT+0100,6151,6150.767,0,0.0003
10.06.2016 09:59:40.644 GMT+0100,6151,6150.733,0,0.0003
10.06.2016 09:59:40.766 GMT+0100,6150.95,6149.95,0,0.0009
10.06.2016 09:59:40.991 GMT+0100,6151,6150,0,0.0009
10.06.2016 09:59:41.042 GMT+0100,6151,6150,0,0.0013
10.06.2016 09:59:41.096 GMT+0100,6150.93,6150,0,0.0001
10.06.2016 09:59:41.536 GMT+0100,6151.21,6150.21,0,0.0009
10.06.2016 09:59:41.866 GMT+0100,6151.18,6150.18,0,0.0009
10.06.2016 09:59:43.186 GMT+0100,6151.22,6150.22,0,0.0009
10.06.2016 09:59:43.406 GMT+0100,6151.2,6150.2,0,0.0009
10.06.2016 09:59:44.185 GMT+0100,6151.21,6150.21,0,0.0009
10.06.2016 09:59:44.726 GMT+0100,6151.07,6150.07,0,0.0009
10.06.2016 09:59:45.331 GMT+0100,6151.11,6150.11,0,0.0009
10.06.2016 09:59:46.422 GMT+0100,6151.27,6150.27,0,0.0009
10.06.2016 09:59:46.756 GMT+0100,6151.58,6150.58,0,0.0009
10.06.2016 09:59:46.816 GMT+0100,6151.5,6150.5,0,0.0013
10.06.2016 09:59:47.256 GMT+0100,6151.49,6150.5,0,0.0001
10.06.2016 09:59:47.919 GMT+0100,6151.53,6151.277,0,0.0003
10.06.2016 09:59:48.246 GMT+0100,6151.48,6151,0,0.0003
10.06.2016 09:59:48.854 GMT+0100,6151.07,6150.923,0,0.0003
10.06.2016 09:59:49.341 GMT+0100,6151.08,6150.927,0,0.0003
10.06.2016 09:59:49.438 GMT+0100,6151.08,6150.86,0,0.0003
10.06.2016 09:59:49.561 GMT+0100,6151.08,6150.793,0,0.0003
10.06.2016 09:59:49.786 GMT+0100,6150.92,6150.74,0,0.0003
10.06.2016 09:59:50.116 GMT+0100,6150.88,6150.727,0,0.0003
10.06.2016 09:59:50.592 GMT+0100,6150.87,6150.723,0,0.0003
10.06.2016 09:59:51.216 GMT+0100,6150.82,6150.707,0,0.0003
10.06.2016 09:59:51.546 GMT+0100,6150.61,6150,0,0.0001
10.06.2016 09:59:52.096 GMT+0100,6150.62,6150,0,0.0001
10.06.2016 09:59:52.316 GMT+0100,6150.58,6150,0,0.0001
10.06.2016 09:59:53.057 GMT+0100,6150.58,6149.7,0,0.0001
10.06.2016 09:59:53.177 GMT+0100,6150.6,6150.427,0,0.0003
10.06.2016 09:59:53.277 GMT+0100,6150.58,6150.3,0,0.0003
10.06.2016 09:59:53.803 GMT+0100,6150.32,6150.22,0,0.0003
10.06.2016 09:59:53.904 GMT+0100,6150.28,6149.5,0,0.0001
10.06.2016 09:59:54.186 GMT+0100,6150.27,6149.5,0,0.0001
10.06.2016 09:59:54.516 GMT+0100,6150.25,6149.5,0,0.0001
10.06.2016 09:59:54.919 GMT+0100,6150.25,6150,0,0.0003
10.06.2016 09:59:55.568 GMT+0100,6150.1,6149.867,0,0.0003
10.06.2016 09:59:55.618 GMT+0100,6150.1,6149.8,0,0.0003
10.06.2016 09:59:55.726 GMT+0100,6149.93,6149.743,0,0.0003
10.06.2016 09:59:55.946 GMT+0100,6149.73,6149,0,0.0001
10.06.2016 09:59:56.310 GMT+0100,6149.6,6149.43,0,0.0003
10.06.2016 09:59:56.496 GMT+0100,6149.74,6149.48,0,0.0003
10.06.2016 09:59:56.875 GMT+0100,6149.74,6149.5,0,0.0003
10.06.2016 09:59:57.339 GMT+0100,6149.69,6149.497,0,0.0003
10.06.2016 09:59:57.390 GMT+0100,6149.72,6148.8,0,0.0001
10.06.2016 09:59:57.705 GMT+0100,6149.71,6148.8,0,0.0001
10.06.2016 09:59:58.100 GMT+0100,6149.65,6148.8,0,0.0001
10.06.2016 09:59:58.586 GMT+0100,6149.61,6148.8,0,0.0001
10.06.2016 09:59:58.981 GMT+0100,6149.61,6148.61,0,0.0009
10.06.2016 09:59:59.031 GMT+0100,6149.38,6149.227,0,0.0003
10.06.2016 10:00:00.016 GMT+0100,6149.45,6149.25,0,0.0003
10.06.2016 10:00:00.236 GMT+0100,6149.44,6149.247,0,0.0003
10.06.2016 10:00:00.293 GMT+0100,6149.44,6148.5,0,0.0001
10.06.2016 10:00:00.639 GMT+0100,6149.6,6148.6,0,0.0009
10.06.2016 10:00:00.786 GMT+0100,6149.58,6148.58,0,0.0009
10.06.2016 10:00:00.995 GMT+0100,6149.6,6149.36,0,0.0003
10.06.2016 10:00:01.990 GMT+0100,6149.53,6149.277,0,0.0003
10.06.2016 10:00:02.199 GMT+0100,6149.6,6149.343,0,0.0003
10.06.2016 10:00:02.438 GMT+0100,6149.49,6148.5,0,0.0001
10.06.2016 10:00:02.767 GMT+0100,6149.52,6148.52,0,0.0009
10.06.2016 10:00:03.197 GMT+0100,6149.57,6148.57,0,0.0009
10.06.2016 10:00:03.537 GMT+0100,6149.46,6149.22,0,0.0003
10.06.2016 10:00:07.237 GMT+0100,6149.32,6149.173,0,0.0003
10.06.2016 10:00:07.288 GMT+0100,6149.16,6148.4,0,0.0001
10.06.2016 10:00:07.338 GMT+0100,6149.16,6149,0,0.0003
10.06.2016 10:00:07.611 GMT+0100,6149.04,6148.04,0,0.0009
10.06.2016 10:00:07.827 GMT+0100,6149.08,6148.08,0,0.0009
10.06.2016 10:00:08.817 GMT+0100,6149.25,6148.25,0,0.0009
10.06.2016 10:00:09.831 GMT+0100,6149.45,6148.45,0,0.0009
10.06.2016 10:00:09.970 GMT+0100,6149.45,6148.5,0,0.0001
10.06.2016 10:00:10.027 GMT+0100,6149.69,6148.69,0,0.0009
10.06.2016 10:00:10.687 GMT+0100,6149.65,6148.65,0,0.0009
10.06.2016 10:00:11.456 GMT+0100,6149.64,6148.64,0,0.0009
10.06.2016 10:00:12.471 GMT+0100,6149.62,6148.62,0,0.0009
10.06.2016 10:00:13.235 GMT+0100,6149.63,6148.63,0,0.0009
10.06.2016 10:00:14.136 GMT+0100,6149.64,6148.64,0,0.0009
10.06.2016 10:00:14.647 GMT+0100,6149.68,6148.68,0,0.0009
10.06.2016 10:00:14.977 GMT+0100,6149.73,6148.73,0,0.0009
10.06.2016 10:00:15.417 GMT+0100,6149.71,6148.71,0,0.0009
10.06.2016 10:00:16.077 GMT+0100,6149.72,6148.72,0,0.0009
10.06.2016 10:00:17.176 GMT+0100,6149.71,6148.71,0,0.0009
10.06.2016 10:00:17.506 GMT+0100,6149.7,6148.7,0,0.0009
10.06.2016 10:00:18.826 GMT+0100,6149.71,6148.71,0,0.0009
10.06.2016 10:00:19.137 GMT+0100,6149.72,6148.72,0,0.0009
10.06.2016 10:00:19.596 GMT+0100,6149.71,6148.71,0,0.0009
10.06.2016 10:00:19.992 GMT+0100,6149.72,6148.72,0,0.0009
10.06.2016 10:00:21.219 GMT+0100,6149.75,6148.75,0,0.0009
10.06.2016 10:00:21.809 GMT+0100,6149.88,6148.88,0,0.0009
10.06.2016 10:00:22.117 GMT+0100,6150.44,6149.44,0,0.0009
10.06.2016 10:00:22.237 GMT+0100,6150.52,6149.52,0,0.0009
10.06.2016 10:00:22.896 GMT+0100,6150.5,6149.5,0,0.0009
10.06.2016 10:00:23.337 GMT+0100,6150.47,6149.47,0,0.0009
10.06.2016 10:00:23.556 GMT+0100,6150.49,6149.49,0,0.0009
10.06.2016 10:00:23.886 GMT+0100,6150.85,6149.85,0,0.0009
10.06.2016 10:00:24.475 GMT+0100,6150.9,6149.9,0,0.0009
10.06.2016 10:00:24.547 GMT+0100,6150.92,6149.92,0,0.0009
10.06.2016 10:00:24.767 GMT+0100,6150.84,6149.84,0,0.0009
10.06.2016 10:00:25.003 GMT+0100,6150.92,6149.92,0,0.0009
10.06.2016 10:00:25.216 GMT+0100,6150.76,6149.76,0,0.0009
10.06.2016 10:00:25.547 GMT+0100,6150.74,6149.74,0,0.0009
10.06.2016 10:00:25.598 GMT+0100,6150.74,6150.413,0,0.0003
10.06.2016 10:00:26.070 GMT+0100,6150.7,6149.7,0,0.0009
10.06.2016 10:00:26.121 GMT+0100,6150.72,6149.72,0,0.0009
10.06.2016 10:00:26.426 GMT+0100,6150.74,6149.74,0,0.0009
10.06.2016 10:00:26.756 GMT+0100,6150.78,6149.78,0,0.0009
10.06.2016 10:00:27.087 GMT+0100,6150.83,6149.83,0,0.0009
10.06.2016 10:00:27.747 GMT+0100,6150.82,6149.82,0,0.0009
10.06.2016 10:00:28.516 GMT+0100,6150.86,6149.86,0,0.0009
10.06.2016 10:00:28.948 GMT+0100,6150.83,6149.83,0,0.0009
10.06.2016 10:00:30.057 GMT+0100,6150.81,6149.81,0,0.0009
10.06.2016 10:00:30.716 GMT+0100,6150.8,6149.8,0,0.0009
10.06.2016 10:00:30.767 GMT+0100,6150.8,6149.8,0,0.0009
10.06.2016 10:00:30.817 GMT+0100,6150.8,6149.8,0.0007,0.0002
10.06.2016 10:00:31.110 GMT+0100,6149.27,6148.7,0,0.0001
10.06.2016 10:00:31.252 GMT+0100,6149.27,6148.5,0,0.0001
10.06.2016 10:00:31.376 GMT+0100,6149.37,6148.5,0,0.0001
10.06.2016 10:00:31.597 GMT+0100,6149.28,6148.5,0,0.0001
10.06.2016 10:00:31.926 GMT+0100,6149.15,6148.5,0,0.0001
10.06.2016 10:00:32.146 GMT+0100,6149.28,6148.5,0,0.0001
