Local time,Ask,Bid,AskVolume,BidVolume
10.06.2016 12:55:03.667 GMT+0100,6124.62,6124,0,0.0001
10.06.2016 12:55:04.657 GMT+0100,6124.63,6124,0,0.0001
10.06.2016 12:55:07.188 GMT+0100,6124.65,6124,0,0.0001
10.06.2016 12:55:08.287 GMT+0100,6124.53,6124,0,0.0001
10.06.2016 12:55:08.617 GMT+0100,6124.49,6124,0,0.0001
10.06.2016 12:55:08.668 GMT+0100,6124.49,6123.7,0,0.0001
10.06.2016 12:55:08.947 GMT+0100,6124.5,6123.7,0,0.0001
10.06.2016 12:55:09.134 GMT+0100,6124.5,6123.9,0,0.0001
10.06.2016 12:55:09.277 GMT+0100,6124.51,6123.9,0,0.0001
10.06.2016 12:55:09.577 GMT+0100,6124.63,6123.9,0,0.0001
10.06.2016 12:55:09.937 GMT+0100,6124.64,6123.9,0,0.0001
10.06.2016 12:55:10.708 GMT+0100,6124.75,6123.9,0,0.0001
10.06.2016 12:55:10.817 GMT+0100,6124.86,6123.9,0,0.0001
10.06.2016 12:55:11.587 GMT+0100,6124.9,6123.9,0,0.0013
10.06.2016 12:55:11.917 GMT+0100,6124.91,6123.91,0,0.0009
10.06.2016 12:55:12.431 GMT+0100,6124.91,6124.703,0,0.0003
10.06.2016 12:55:12.955 GMT+0100,6124.87,6124.69,0,0.0003
10.06.2016 12:55:13.677 GMT+0100,6124.86,6124.687,0,0.0003
10.06.2016 12:55:13.897 GMT+0100,6124.73,6123.9,0,0.0001
10.06.2016 12:55:14.337 GMT+0100,6124.7,6123.9,0,0.0001
10.06.2016 12:55:14.831 GMT+0100,6124.8,6123.9,0,0.0001
10.06.2016 12:55:14.887 GMT+0100,6124.76,6123.9,0,0.0001
10.06.2016 12:55:16.429 GMT+0100,6124.79,6123.9,0,0.0001
10.06.2016 12:55:16.480 GMT+0100,6124.9,6123.9,0,0.0013
10.06.2016 12:55:16.647 GMT+0100,6124.89,6123.9,0,0.0001
10.06.2016 12:55:16.989 GMT+0100,6124.87,6123.9,0,0.0001
10.06.2016 12:55:17.419 GMT+0100,6125.03,6124.743,0,0.0003
10.06.2016 12:55:17.470 GMT+0100,6125.03,6124.777,0,0.0003
10.06.2016 12:55:17.541 GMT+0100,6125.1,6124.843,0,0.0003
10.06.2016 12:55:17.642 GMT+0100,6125.03,6124.03,0,0.0009
10.06.2016 12:55:17.919 GMT+0100,6125.13,6124.13,0,0.0009
10.06.2016 12:55:18.078 GMT+0100,6125.1,6124.1,0,0.0009
10.06.2016 12:55:18.144 GMT+0100,6125.1,6124.867,0,0.0003
10.06.2016 12:55:18.244 GMT+0100,6125.11,6124.11,0,0.0009
10.06.2016 12:55:18.517 GMT+0100,6125.07,6124.07,0,0.0009
10.06.2016 12:55:19.177 GMT+0100,6125.26,6124.26,0,0.0009
10.06.2016 12:55:19.508 GMT+0100,6125.07,6124.07,0,0.0009
10.06.2016 12:55:19.559 GMT+0100,6125.07,6124.79,0,0.0003
10.06.2016 12:55:20.277 GMT+0100,6124.79,6124,0,0.0001
10.06.2016 12:55:20.833 GMT+0100,6124.77,6124,0,0.0001
10.06.2016 12:55:21.377 GMT+0100,6124.75,6124,0,0.0001
10.06.2016 12:55:21.705 GMT+0100,6124.74,6124.3,0,0.0003
10.06.2016 12:55:22.039 GMT+0100,6124.55,6124.35,0,0.0003
10.06.2016 12:55:22.808 GMT+0100,6124.48,6123.5,0,0.0001
10.06.2016 12:55:23.027 GMT+0100,6125.19,6124.19,0,0.0009
10.06.2016 12:55:23.357 GMT+0100,6125.31,6124.31,0,0.0009
10.06.2016 12:55:23.492 GMT+0100,6125.31,6124.31,0,0.0009
10.06.2016 12:55:23.798 GMT+0100,6125.32,6124.32,0,0.0009
10.06.2016 12:55:24.362 GMT+0100,6125.24,6124.24,0,0.0009
10.06.2016 12:55:24.457 GMT+0100,6125.73,6124.73,0,0.0009
10.06.2016 12:55:24.776 GMT+0100,6125.23,6124.23,0,0.0009
10.06.2016 12:55:25.020 GMT+0100,6125.29,6124.29,0,0.0009
10.06.2016 12:55:25.227 GMT+0100,6125.26,6124.26,0,0.0009
10.06.2016 12:55:25.447 GMT+0100,6125.1,6124.1,0,0.0009
10.06.2016 12:55:25.497 GMT+0100,6125.1,6124.867,0,0.0003
10.06.2016 12:55:25.565 GMT+0100,6125.1,6124.3,0,0.0003
10.06.2016 12:55:25.715 GMT+0100,6125.1,6124.3,0,0.0003
10.06.2016 12:55:28.087 GMT+0100,6124.35,6124.183,0,0.0003
10.06.2016 12:55:28.528 GMT+0100,6124.3,6124.167,0,0.0003
10.06.2016 12:55:28.671 GMT+0100,6124.3,6123.8,0,0.0003
10.06.2016 12:55:28.771 GMT+0100,6124.3,6124,0,0.0003
10.06.2016 12:55:28.857 GMT+0100,6123.88,6123.4,0,0.0001
10.06.2016 12:55:28.908 GMT+0100,6123.9,6123.8,0,0.0003
10.06.2016 12:55:29.297 GMT+0100,6123.93,6123.743,0,0.0003
10.06.2016 12:55:29.832 GMT+0100,6123.96,6123.753,0,0.0003
10.06.2016 12:55:29.883 GMT+0100,6123.77,6123,0,0.0001
10.06.2016 12:55:30.231 GMT+0100,6123.77,6122.77,0,0.0009
10.06.2016 12:55:30.619 GMT+0100,6123.44,6123.247,0,0.0003
10.06.2016 12:55:31.387 GMT+0100,6123.52,6123.273,0,0.0003
10.06.2016 12:55:31.718 GMT+0100,6123.49,6123.263,0,0.0003
10.06.2016 12:55:31.887 GMT+0100,6123.49,6122.5,0,0.0001
10.06.2016 12:55:31.937 GMT+0100,6123.47,6122.5,0,0.0001
10.06.2016 12:55:32.242 GMT+0100,6123.68,6122.68,0,0.0009
10.06.2016 12:55:32.555 GMT+0100,6123.77,6122.77,0,0.0009
10.06.2016 12:55:32.708 GMT+0100,6123.75,6122.75,0,0.0009
10.06.2016 12:55:33.037 GMT+0100,6123.76,6122.76,0,0.0009
10.06.2016 12:55:34.350 GMT+0100,6123.75,6122.75,0,0.0009
10.06.2016 12:55:34.467 GMT+0100,6123.74,6122.74,0,0.0009
10.06.2016 12:55:34.687 GMT+0100,6123.87,6122.87,0,0.0009
10.06.2016 12:55:35.017 GMT+0100,6123.84,6122.84,0,0.0009
10.06.2016 12:55:35.427 GMT+0100,6123.82,6122.82,0,0.0009
10.06.2016 12:55:35.677 GMT+0100,6123.89,6122.89,0,0.0009
10.06.2016 12:55:36.007 GMT+0100,6123.8,6122.8,0,0.0009
10.06.2016 12:55:36.256 GMT+0100,6123.8,6122.8,0,0.0009
10.06.2016 12:55:36.779 GMT+0100,6123.8,6123.467,0,0.0003
10.06.2016 12:55:36.888 GMT+0100,6123.64,6122.64,0,0.0009
10.06.2016 12:55:37.107 GMT+0100,6123.66,6122.66,0,0.0009
10.06.2016 12:55:37.437 GMT+0100,6123.61,6122.61,0,0.0009
10.06.2016 12:55:38.452 GMT+0100,6123.61,6123.403,0,0.0003
10.06.2016 12:55:40.612 GMT+0100,6123.69,6123.3,0,0.0003
10.06.2016 12:55:40.713 GMT+0100,6123.62,6123.3,0,0.0003
10.06.2016 12:55:41.008 GMT+0100,6123.46,6122.5,0,0.0001
10.06.2016 12:55:41.442 GMT+0100,6123.65,6122.65,0,0.0009
10.06.2016 12:55:42.057 GMT+0100,6123.61,6122.61,0,0.0009
10.06.2016 12:55:42.210 GMT+0100,6123.61,6123.3,0,0.0003
10.06.2016 12:55:42.865 GMT+0100,6123.33,6123.21,0,0.0003
10.06.2016 12:55:43.487 GMT+0100,6123.3,6123.2,0,0.0003
10.06.2016 12:55:43.707 GMT+0100,6123.19,6122.5,0,0.0001
10.06.2016 12:55:44.147 GMT+0100,6123.27,6122.5,0,0.0001
10.06.2016 12:55:44.463 GMT+0100,6123.21,6122.5,0,0.0001
10.06.2016 12:55:44.635 GMT+0100,6123.2,6122.2,0,0.0013
10.06.2016 12:55:44.715 GMT+0100,6123.2,6122.967,0,0.0003
10.06.2016 12:55:45.086 GMT+0100,6123.04,6122.847,0,0.0003
10.06.2016 12:55:45.817 GMT+0100,6123.06,6122.06,0,0.0009
10.06.2016 12:55:46.127 GMT+0100,6123.09,6122.09,0,0.0009
10.06.2016 12:55:46.567 GMT+0100,6123.02,6122.773,0,0.0003
10.06.2016 12:55:48.327 GMT+0100,6122.96,6122.753,0,0.0003
10.06.2016 12:55:48.877 GMT+0100,6122.77,6122,0,0.0001
10.06.2016 12:55:49.487 GMT+0100,6122.75,6122,0,0.0001
10.06.2016 12:55:50.018 GMT+0100,6122.74,6122,0,0.0001
10.06.2016 12:55:50.566 GMT+0100,6122.7,6122,0,0.0001
10.06.2016 12:55:50.703 GMT+0100,6122.7,6121.7,0,0.0013
10.06.2016 12:55:50.754 GMT+0100,6122.69,6121.7,0,0.0001
10.06.2016 12:55:51.123 GMT+0100,6122.69,6122.3,0,0.0003
10.06.2016 12:55:51.223 GMT+0100,6122.49,6121.5,0,0.0001
10.06.2016 12:55:51.407 GMT+0100,6122.55,6121.55,0,0.0009
10.06.2016 12:55:51.847 GMT+0100,6122.54,6121.54,0,0.0009
10.06.2016 12:55:52.178 GMT+0100,6122.49,6121.5,0,0.0001
10.06.2016 12:55:52.507 GMT+0100,6122.5,6121.5,0,0.0013
10.06.2016 12:55:52.727 GMT+0100,6122.51,6121.51,0,0.0009
10.06.2016 12:55:53.268 GMT+0100,6122.57,6121.57,0,0.0009
10.06.2016 12:55:54.586 GMT+0100,6122.63,6121.63,0,0.0009
10.06.2016 12:55:54.968 GMT+0100,6122.65,6121.65,0,0.0009
10.06.2016 12:55:56.247 GMT+0100,6122.68,6121.68,0,0.0009
10.06.2016 12:55:56.907 GMT+0100,6122.67,6121.67,0,0.0009
10.06.2016 12:55:57.246 GMT+0100,6122.61,6121.61,0,0.0009
10.06.2016 12:55:57.567 GMT+0100,6122.63,6121.63,0,0.0009
10.06.2016 12:55:58.117 GMT+0100,6122.66,6121.66,0,0.0009
10.06.2016 12:55:58.557 GMT+0100,6122.64,6121.64,0,0.0009
10.06.2016 12:55:59.294 GMT+0100,6122.64,6121.64,0,0.0009
10.06.2016 12:55:59.345 GMT+0100,6122.6,6121.6,0,0.0009
10.06.2016 12:55:59.452 GMT+0100,6122.6,6122.5,0,0.0003
10.06.2016 12:55:59.737 GMT+0100,6122.6,6122.36,0,0.0003
10.06.2016 12:56:00.594 GMT+0100,6122.53,6121.53,0,0.0009
10.06.2016 12:56:00.644 GMT+0100,6122.45,6121.5,0,0.0001
10.06.2016 12:56:00.977 GMT+0100,6122.57,6121.57,0,0.0009
10.06.2016 12:56:01.307 GMT+0100,6122.44,6121.5,0,0.0001
10.06.2016 12:56:01.994 GMT+0100,6122.44,6121.44,0,0.0009
10.06.2016 12:56:02.077 GMT+0100,6122.51,6121.51,0,0.0009
10.06.2016 12:56:02.737 GMT+0100,6122.33,6122.177,0,0.0003
10.06.2016 12:56:03.507 GMT+0100,6122.23,6121.4,0,0.0001
10.06.2016 12:56:03.557 GMT+0100,6122.22,6121.4,0,0.0001
10.06.2016 12:56:03.947 GMT+0100,6122.19,6121.4,0,0.0001
10.06.2016 12:56:04.277 GMT+0100,6122.2,6121.4,0,0.0001
10.06.2016 12:56:04.761 GMT+0100,6122.19,6121.4,0,0.0001
10.06.2016 12:56:05.267 GMT+0100,6122.15,6121.4,0,0.0001
10.06.2016 12:56:06.257 GMT+0100,6122.17,6121.4,0,0.0001
10.06.2016 12:56:06.917 GMT+0100,6122.18,6121.4,0,0.0001
10.06.2016 12:56:07.907 GMT+0100,6122.16,6121.4,0,0.0001
10.06.2016 12:56:08.567 GMT+0100,6122.15,6121.4,0,0.0001
10.06.2016 12:56:09.447 GMT+0100,6122.12,6121.4,0,0.0001
10.06.2016 12:56:10.297 GMT+0100,6122.12,6122,0,0.0003
10.06.2016 12:56:10.398 GMT+0100,6122.06,6121.4,0,0.0001
10.06.2016 12:56:10.628 GMT+0100,6122.08,6121.4,0,0.0001
10.06.2016 12:56:10.877 GMT+0100,6122.17,6121.4,0,0.0001
10.06.2016 12:56:10.969 GMT+0100,6122.17,6121.17,0,0.0009
10.06.2016 12:56:11.096 GMT+0100,6122.18,6121.18,0,0.0009
10.06.2016 12:56:11.647 GMT+0100,6122.17,6121.17,0,0.0009
10.06.2016 12:56:12.304 GMT+0100,6122.19,6121.19,0,0.0009
10.06.2016 12:56:12.417 GMT+0100,6122.18,6121.18,0,0.0009
10.06.2016 12:56:12.856 GMT+0100,6122.31,6121.31,0,0.0009
10.06.2016 12:56:13.186 GMT+0100,6122.32,6121.32,0,0.0009
10.06.2016 12:56:13.626 GMT+0100,6122.31,6121.31,0,0.0009
10.06.2016 12:56:14.795 GMT+0100,6122.3,6121.3,0,0.0009
10.06.2016 12:56:16.597 GMT+0100,6122.31,6121.31,0,0.0009
10.06.2016 12:56:18.620 GMT+0100,6122.4,6122.3,0,0.0003
10.06.2016 12:56:18.799 GMT+0100,6122.45,6122.25,0,0.0003
10.06.2016 12:56:18.907 GMT+0100,6122.52,6122.273,0,0.0003
10.06.2016 12:56:19.237 GMT+0100,6122.3,6122.2,0,0.0003
10.06.2016 12:56:19.826 GMT+0100,6122.33,6122.21,0,0.0003
10.06.2016 12:56:20.777 GMT+0100,6122.44,6122.247,0,0.0003
10.06.2016 12:56:21.830 GMT+0100,6122.25,6121.5,0,0.0001
10.06.2016 12:56:21.986 GMT+0100,6122.15,6121.5,0,0.0001
10.06.2016 12:56:22.206 GMT+0100,6122.44,6121.5,0,0.0001
10.06.2016 12:56:22.426 GMT+0100,6122.44,6122.247,0,0.0003
10.06.2016 12:56:22.477 GMT+0100,6122.48,6122.26,0,0.0003
10.06.2016 12:56:22.757 GMT+0100,6122.57,6121.57,0,0.0009
10.06.2016 12:56:22.977 GMT+0100,6122.59,6121.59,0,0.0009
10.06.2016 12:56:23.527 GMT+0100,6122.76,6121.76,0,0.0009
10.06.2016 12:56:24.076 GMT+0100,6122.96,6121.96,0,0.0009
10.06.2016 12:56:24.627 GMT+0100,6122.92,6121.92,0,0.0009
10.06.2016 12:56:24.956 GMT+0100,6122.93,6121.93,0,0.0009
10.06.2016 12:56:25.287 GMT+0100,6122.97,6121.97,0,0.0009
10.06.2016 12:56:25.617 GMT+0100,6122.87,6121.87,0,0.0009
10.06.2016 12:56:25.837 GMT+0100,6122.86,6121.86,0,0.0009
10.06.2016 12:56:26.185 GMT+0100,6122.84,6121.84,0,0.0009
10.06.2016 12:56:26.617 GMT+0100,6122.83,6121.83,0,0.0009
10.06.2016 12:56:26.832 GMT+0100,6122.83,6121.83,0,0.0009
10.06.2016 12:56:26.882 GMT+0100,6122.9,6122.643,0,0.0003
10.06.2016 12:56:36.376 GMT+0100,6122.77,6121.8,0,0.0001
10.06.2016 12:56:37.531 GMT+0100,6122.79,6121.8,0,0.0001
10.06.2016 12:56:38.496 GMT+0100,6122.83,6121.83,0,0.0009
10.06.2016 12:56:38.826 GMT+0100,6122.76,6121.8,0,0.0001
10.06.2016 12:56:41.255 GMT+0100,6122.57,6121.8,0,0.0001
10.06.2016 12:56:41.306 GMT+0100,6122.57,6121.57,0,0.0009
10.06.2016 12:56:41.356 GMT+0100,6122.79,6121.79,0,0.0009
10.06.2016 12:56:41.686 GMT+0100,6122.78,6121.78,0,0.0009
10.06.2016 12:56:42.018 GMT+0100,6122.8,6121.8,0,0.0009
10.06.2016 12:56:42.783 GMT+0100,6122.79,6121.79,0,0.0009
10.06.2016 12:56:43.217 GMT+0100,6122.78,6121.78,0,0.0009
10.06.2016 12:56:44.268 GMT+0100,6122.76,6121.76,0,0.0009
10.06.2016 12:56:45.020 GMT+0100,6122.75,6121.75,0,0.0009
10.06.2016 12:56:45.206 GMT+0100,6122.74,6121.74,0,0.0009
10.06.2016 12:56:45.657 GMT+0100,6122.73,6121.73,0,0.0009
10.06.2016 12:56:45.866 GMT+0100,6122.74,6121.74,0,0.0009
10.06.2016 12:56:47.077 GMT+0100,6122.73,6121.73,0,0.0009
10.06.2016 12:56:48.580 GMT+0100,6122.73,6121.73,0,0.0009
10.06.2016 12:56:48.726 GMT+0100,6122.17,6121.2,0,0.0001
10.06.2016 12:56:49.057 GMT+0100,6122.21,6121.21,0,0.0009
10.06.2016 12:56:49.276 GMT+0100,6122.13,6121.2,0,0.0001
10.06.2016 12:56:49.870 GMT+0100,6122.2,6121.2,0,0.0013
10.06.2016 12:56:50.156 GMT+0100,6122.24,6121.24,0,0.0009
10.06.2016 12:56:50.486 GMT+0100,6122.48,6121.48,0,0.0009
10.06.2016 12:56:51.146 GMT+0100,6122.4,6121.4,0,0.0009
10.06.2016 12:56:51.476 GMT+0100,6122.37,6121.37,0,0.0009
10.06.2016 12:56:51.696 GMT+0100,6122.25,6121.25,0,0.0009
10.06.2016 12:56:52.116 GMT+0100,6122.27,6121.27,0,0.0009
10.06.2016 12:56:52.246 GMT+0100,6122.25,6121.25,0,0.0009
10.06.2016 12:56:52.906 GMT+0100,6122.23,6121.23,0,0.0009
10.06.2016 12:56:53.676 GMT+0100,6122.24,6121.24,0,0.0009
10.06.2016 12:56:54.446 GMT+0100,6122.23,6121.23,0,0.0009
10.06.2016 12:56:54.776 GMT+0100,6122.19,6121.2,0,0.0001
10.06.2016 12:56:54.827 GMT+0100,6122.19,6121.963,0,0.0003
10.06.2016 12:56:55.326 GMT+0100,6122.11,6121.937,0,0.0003
10.06.2016 12:56:55.680 GMT+0100,6122.07,6121.923,0,0.0003
10.06.2016 12:56:55.731 GMT+0100,6122.07,6121.2,0,0.0001
10.06.2016 12:56:56.096 GMT+0100,6122.09,6121.2,0,0.0001
10.06.2016 12:56:56.316 GMT+0100,6122.11,6121.2,0,0.0001
10.06.2016 12:56:57.320 GMT+0100,6122.13,6121.2,0,0.0001
10.06.2016 12:56:57.993 GMT+0100,6122.13,6121.943,0,0.0003
10.06.2016 12:56:59.641 GMT+0100,6122.13,6122,0,0.0003
10.06.2016 12:56:59.797 GMT+0100,6122.13,6121.777,0,0.0003
10.06.2016 12:57:01.156 GMT+0100,6121.88,6121.693,0,0.0003
10.06.2016 12:57:01.486 GMT+0100,6121.85,6121.683,0,0.0003
10.06.2016 12:57:02.143 GMT+0100,6121.83,6121.677,0,0.0003
10.06.2016 12:57:02.586 GMT+0100,6121.81,6121.67,0,0.0003
10.06.2016 12:57:03.026 GMT+0100,6121.8,6121.667,0,0.0003
10.06.2016 12:57:07.866 GMT+0100,6121.82,6121.673,0,0.0003
10.06.2016 12:57:08.540 GMT+0100,6121.83,6121.677,0,0.0003
10.06.2016 12:57:08.746 GMT+0100,6121.84,6121.68,0,0.0003
10.06.2016 12:57:12.683 GMT+0100,6121.93,6121.71,0,0.0003
10.06.2016 12:57:12.816 GMT+0100,6121.88,6121.693,0,0.0003
10.06.2016 12:57:13.586 GMT+0100,6121.85,6121.683,0,0.0003
10.06.2016 12:57:13.806 GMT+0100,6121.79,6120.9,0,0.0001
10.06.2016 12:57:14.156 GMT+0100,6121.8,6120.9,0,0.0001
10.06.2016 12:57:14.736 GMT+0100,6121.79,6120.9,0,0.0001
10.06.2016 12:57:14.906 GMT+0100,6121.8,6120.9,0,0.0001
10.06.2016 12:57:15.579 GMT+0100,6121.82,6120.9,0,0.0001
10.06.2016 12:57:15.630 GMT+0100,6121.61,6120.9,0,0.0001
10.06.2016 12:57:15.682 GMT+0100,6121.64,6120.9,0,0.0001
10.06.2016 12:57:16.006 GMT+0100,6121.65,6120.9,0,0.0001
10.06.2016 12:57:17.226 GMT+0100,6121.67,6120.9,0,0.0001
10.06.2016 12:57:18.648 GMT+0100,6121.65,6120.9,0,0.0001
10.06.2016 12:57:18.911 GMT+0100,6121.68,6120.9,0,0.0001
10.06.2016 12:57:19.206 GMT+0100,6121.72,6120.9,0,0.0001
10.06.2016 12:57:20.784 GMT+0100,6121.82,6120.9,0,0.0001
10.06.2016 12:57:21.076 GMT+0100,6121.94,6120.94,0,0.0009
10.06.2016 12:57:21.126 GMT+0100,6121.94,6121.1,0,0.0001
10.06.2016 12:57:21.594 GMT+0100,6121.93,6121.1,0,0.0001
10.06.2016 12:57:21.956 GMT+0100,6121.95,6121.1,0,0.0001
10.06.2016 12:57:22.188 GMT+0100,6121.95,6121,0,0.0001
10.06.2016 12:57:22.289 GMT+0100,6121.99,6121,0,0.0001
10.06.2016 12:57:22.506 GMT+0100,6122.1,6121.1,0,0.0009
10.06.2016 12:57:22.726 GMT+0100,6121.99,6121,0,0.0001
10.06.2016 12:57:23.056 GMT+0100,6122.01,6121.01,0,0.0009
10.06.2016 12:57:23.496 GMT+0100,6122.02,6121.02,0,0.0009
10.06.2016 12:57:23.826 GMT+0100,6122.03,6121.03,0,0.0009
10.06.2016 12:57:24.590 GMT+0100,6122.02,6121.773,0,0.0003
10.06.2016 12:57:25.181 GMT+0100,6121.92,6121.74,0,0.0003
10.06.2016 12:57:25.240 GMT+0100,6121.92,6121,0,0.0001
10.06.2016 12:57:25.441 GMT+0100,6121.92,6121.74,0,0.0003
10.06.2016 12:57:25.491 GMT+0100,6121.99,6121.763,0,0.0003
10.06.2016 12:57:25.806 GMT+0100,6121.96,6121.753,0,0.0003
10.06.2016 12:57:26.136 GMT+0100,6121.99,6121.763,0,0.0003
10.06.2016 12:57:27.344 GMT+0100,6121.99,6121,0,0.0001
10.06.2016 12:57:27.456 GMT+0100,6122,6121,0,0.0013
10.06.2016 12:57:27.676 GMT+0100,6122.27,6121.27,0,0.0009
10.06.2016 12:57:27.912 GMT+0100,6122.27,6121.3,0,0.0001
10.06.2016 12:57:28.006 GMT+0100,6122.24,6121.3,0,0.0001
10.06.2016 12:57:28.336 GMT+0100,6122.26,6121.3,0,0.0001
10.06.2016 12:57:28.666 GMT+0100,6122.39,6121.39,0,0.0009
10.06.2016 12:57:29.546 GMT+0100,6122.24,6121.3,0,0.0001
10.06.2016 12:57:30.096 GMT+0100,6122.22,6121.3,0,0.0001
10.06.2016 12:57:30.426 GMT+0100,6122.2,6121.3,0,0.0001
10.06.2016 12:57:30.723 GMT+0100,6122.2,6121.2,0,0.0013
10.06.2016 12:57:30.957 GMT+0100,6122.2,6121.967,0,0.0003
10.06.2016 12:57:31.416 GMT+0100,6122.14,6121.947,0,0.0003
10.06.2016 12:57:31.928 GMT+0100,6122.08,6121.96,0,0.0003
10.06.2016 12:57:32.296 GMT+0100,6122.11,6121.97,0,0.0003
10.06.2016 12:57:32.626 GMT+0100,6122.08,6121.927,0,0.0003
10.06.2016 12:57:32.971 GMT+0100,6122.07,6121.923,0,0.0003
10.06.2016 12:57:33.635 GMT+0100,6122.07,6121.857,0,0.0003
10.06.2016 12:57:33.776 GMT+0100,6122.03,6121.777,0,0.0003
10.06.2016 12:57:34.487 GMT+0100,6122.1,6121.843,0,0.0003
10.06.2016 12:57:35.046 GMT+0100,6121.99,6121,0,0.0001
10.06.2016 12:57:35.096 GMT+0100,6121.99,6121.763,0,0.0003
10.06.2016 12:57:35.571 GMT+0100,6121.94,6121.747,0,0.0003
10.06.2016 12:57:35.840 GMT+0100,6122.02,6121.773,0,0.0003
10.06.2016 12:57:36.573 GMT+0100,6122.1,6121.84,0,0.0003
10.06.2016 12:57:36.623 GMT+0100,6121.96,6121,0,0.0001
10.06.2016 12:57:37.026 GMT+0100,6122.07,6121.07,0,0.0009
10.06.2016 12:57:37.949 GMT+0100,6121.97,6121,0,0.0001
10.06.2016 12:57:38.001 GMT+0100,6122.1,6121.1,0,0.0009
10.06.2016 12:57:38.676 GMT+0100,6122.08,6121.08,0,0.0009
10.06.2016 12:57:39.445 GMT+0100,6121.96,6121,0,0.0001
10.06.2016 12:57:39.775 GMT+0100,6122.06,6121.06,0,0.0009
10.06.2016 12:57:40.105 GMT+0100,6122.08,6121.08,0,0.0009
10.06.2016 12:57:40.766 GMT+0100,6122.12,6121.12,0,0.0009
10.06.2016 12:57:42.086 GMT+0100,6122.09,6121.09,0,0.0009
10.06.2016 12:57:42.306 GMT+0100,6122.08,6121.08,0,0.0009
10.06.2016 12:57:42.533 GMT+0100,6121.98,6121,0,0.0001
10.06.2016 12:57:42.855 GMT+0100,6122.06,6121.06,0,0.0009
10.06.2016 12:57:44.066 GMT+0100,6122.08,6121.08,0,0.0009
10.06.2016 12:57:44.506 GMT+0100,6122.11,6121.11,0,0.0009
10.06.2016 12:57:46.156 GMT+0100,6122.14,6121.14,0,0.0009
10.06.2016 12:57:48.707 GMT+0100,6122.17,6121.17,0,0.0009
10.06.2016 12:57:49.586 GMT+0100,6122.21,6121.21,0,0.0009
10.06.2016 12:57:49.956 GMT+0100,6122.34,6121.34,0,0.0009
10.06.2016 12:57:50.299 GMT+0100,6122.58,6121.58,0,0.0009
10.06.2016 12:57:50.350 GMT+0100,6122.58,6121.58,0,0.0009
10.06.2016 12:57:50.465 GMT+0100,6122.67,6121.67,0,0.0009
10.06.2016 12:57:50.906 GMT+0100,6122.69,6121.69,0,0.0009
10.06.2016 12:57:51.565 GMT+0100,6122.57,6121.57,0,0.0009
10.06.2016 12:57:51.896 GMT+0100,6122.58,6121.58,0,0.0009
10.06.2016 12:57:52.225 GMT+0100,6122.63,6121.63,0,0.0009
10.06.2016 12:57:52.665 GMT+0100,6122.62,6121.62,0,0.0009
10.06.2016 12:57:53.903 GMT+0100,6122.64,6121.64,0,0.0009
10.06.2016 12:57:54.590 GMT+0100,6122.68,6121.68,0,0.0009
10.06.2016 12:57:54.865 GMT+0100,6122.67,6121.67,0,0.0009
10.06.2016 12:57:56.081 GMT+0100,6122.65,6121.65,0,0.0009
10.06.2016 12:57:57.615 GMT+0100,6122.63,6121.63,0,0.0009
10.06.2016 12:57:58.605 GMT+0100,6122.58,6121.58,0,0.0009
10.06.2016 12:58:00.494 GMT+0100,6122.64,6121.64,0,0.0009
10.06.2016 12:58:00.696 GMT+0100,6122.59,6121.59,0,0.0009
10.06.2016 12:58:02.565 GMT+0100,6122.58,6121.58,0,0.0009
10.06.2016 12:58:03.728 GMT+0100,6122.58,6122.293,0,0.0003
10.06.2016 12:58:04.133 GMT+0100,6122.6,6122.333,0,0.0003
10.06.2016 12:58:04.325 GMT+0100,6122.46,6121.5,0,0.0001
10.06.2016 12:58:04.433 GMT+0100,6122.46,6122.253,0,0.0003
10.06.2016 12:58:04.866 GMT+0100,6122.5,6122.267,0,0.0003
10.06.2016 12:58:05.027 GMT+0100,6122.46,6122.253,0,0.0003
10.06.2016 12:58:05.135 GMT+0100,6122.46,6121.5,0.0004,0.0001
10.06.2016 12:58:05.316 GMT+0100,6121.477,6120.13,0,0.0013
10.06.2016 12:58:05.649 GMT+0100,6121.27,6120.27,0,0.0009
10.06.2016 12:58:05.867 GMT+0100,6121.17,6120.17,0,0.0009
10.06.2016 12:58:05.954 GMT+0100,6121.17,6120.17,0,0.0009
10.06.2016 12:58:06.086 GMT+0100,6121.19,6120.19,0,0.0009
10.06.2016 12:58:06.415 GMT+0100,6121.2,6120.2,0,0.0009
10.06.2016 12:58:06.635 GMT+0100,6121.19,6120.19,0,0.0009
10.06.2016 12:58:06.965 GMT+0100,6121.18,6120.18,0,0.0009
10.06.2016 12:58:07.191 GMT+0100,6121.17,6120.17,0,0.0009
10.06.2016 12:58:07.439 GMT+0100,6121.17,6120.8,0,0.0003
10.06.2016 12:58:07.984 GMT+0100,6120.99,6120.763,0,0.0003
10.06.2016 12:58:08.085 GMT+0100,6121.02,6120.773,0,0.0003
10.06.2016 12:58:08.285 GMT+0100,6120.99,6120.763,0,0.0003
10.06.2016 12:58:08.615 GMT+0100,6120.83,6120.71,0,0.0003
10.06.2016 12:58:08.835 GMT+0100,6120.79,6120,0,0.0001
10.06.2016 12:58:09.385 GMT+0100,6120.78,6120,0,0.0001
10.06.2016 12:58:10.156 GMT+0100,6120.79,6120,0,0.0001
