Local time,Ask,Bid
24.06.2016 09:11:12.697 GMT+0100,6031.49,6030.49
24.06.2016 09:11:13.082 GMT+0100,6031.26,6030.26
24.06.2016 09:11:13.439 GMT+0100,6032.08,6031.08
24.06.2016 09:11:13.900 GMT+0100,6032.29,6031.29
24.06.2016 09:11:14.210 GMT+0100,6032.58,6031.58
24.06.2016 09:11:14.521 GMT+0100,6032.75,6031.75
24.06.2016 09:11:14.868 GMT+0100,6033.44,6032.3
24.06.2016 09:11:14.980 GMT+0100,6028.41,6027.41
24.06.2016 09:11:15.249 GMT+0100,6028.16,6027.16
24.06.2016 09:11:15.554 GMT+0100,6028.41,6027.41
24.06.2016 09:11:15.968 GMT+0100,6028.7,6027.7
24.06.2016 09:11:16.314 GMT+0100,6028.76,6027.76
24.06.2016 09:11:16.716 GMT+0100,6028.66,6027.66
24.06.2016 09:11:17.018 GMT+0100,6028.58,6027.58
24.06.2016 09:11:17.508 GMT+0100,6028.84,6027.84
24.06.2016 09:11:17.838 GMT+0100,6028.83,6027.83
24.06.2016 09:11:18.278 GMT+0100,6028.85,6027.85
24.06.2016 09:11:18.651 GMT+0100,6028.75,6027.75
24.06.2016 09:11:19.041 GMT+0100,6028.85,6027.85
24.06.2016 09:11:19.543 GMT+0100,6028.83,6027.83
24.06.2016 09:11:20.045 GMT+0100,6029.76,6028.76
24.06.2016 09:11:20.447 GMT+0100,6029.91,6028.91
24.06.2016 09:11:20.748 GMT+0100,6031.25,6030.25
24.06.2016 09:11:21.063 GMT+0100,6031.71,6030.71
24.06.2016 09:11:21.468 GMT+0100,6032.21,6031.21
24.06.2016 09:11:21.938 GMT+0100,6033.66,6032.66
24.06.2016 09:11:22.265 GMT+0100,6034.23,6033.23
24.06.2016 09:11:22.630 GMT+0100,6034.06,6033.06
24.06.2016 09:11:22.969 GMT+0100,6034,6033
24.06.2016 09:11:23.308 GMT+0100,6033.99,6032.99
24.06.2016 09:11:23.652 GMT+0100,6034.79,6033.79
24.06.2016 09:11:24.249 GMT+0100,6033.7,6032.7
24.06.2016 09:11:24.586 GMT+0100,6034.75,6033.75
24.06.2016 09:11:24.925 GMT+0100,6033.69,6032.69
24.06.2016 09:11:25.268 GMT+0100,6034.31,6033.31
24.06.2016 09:11:25.678 GMT+0100,6034.05,6033.05
24.06.2016 09:11:26.118 GMT+0100,6034.63,6033.63
24.06.2016 09:11:26.558 GMT+0100,6034.1,6033.1
24.06.2016 09:11:26.936 GMT+0100,6034.52,6033.52
24.06.2016 09:11:27.237 GMT+0100,6034.19,6033.19
24.06.2016 09:11:27.658 GMT+0100,6034.41,6033.41
24.06.2016 09:11:28.148 GMT+0100,6034.66,6033.66
24.06.2016 09:11:28.758 GMT+0100,6037.31,6036.31
24.06.2016 09:11:29.373 GMT+0100,6038.61,6037.61
24.06.2016 09:11:29.797 GMT+0100,6038.29,6037.29
24.06.2016 09:11:30.188 GMT+0100,6038.08,6037.08
24.06.2016 09:11:30.600 GMT+0100,6038.5,6037.5
24.06.2016 09:11:30.902 GMT+0100,6038.13,6037.13
24.06.2016 09:11:31.302 GMT+0100,6037.96,6036.96
24.06.2016 09:11:31.622 GMT+0100,6037.87,6036.87
24.06.2016 09:11:31.948 GMT+0100,6038.21,6037.21
24.06.2016 09:11:32.278 GMT+0100,6038.71,6037.71
24.06.2016 09:11:32.608 GMT+0100,6039.41,6038.41
24.06.2016 09:11:33.013 GMT+0100,6039.08,6038.08
24.06.2016 09:11:33.319 GMT+0100,6041.91,6040.91
24.06.2016 09:11:33.812 GMT+0100,6041.52,6040.52
24.06.2016 09:11:34.119 GMT+0100,6042.51,6041.51
24.06.2016 09:11:34.480 GMT+0100,6043.11,6042.11
24.06.2016 09:11:34.846 GMT+0100,6043.48,6042.48
24.06.2016 09:11:35.173 GMT+0100,6043.16,6042.16
24.06.2016 09:11:35.578 GMT+0100,6043.41,6042.41
24.06.2016 09:11:35.921 GMT+0100,6044.16,6043.16
24.06.2016 09:11:36.228 GMT+0100,6045.21,6044.21
24.06.2016 09:11:36.678 GMT+0100,6046.66,6045.66
24.06.2016 09:11:37.079 GMT+0100,6046.91,6045.91
24.06.2016 09:11:37.384 GMT+0100,6046.55,6045.55
24.06.2016 09:11:37.778 GMT+0100,6048.16,6047.16
24.06.2016 09:11:38.265 GMT+0100,6048.33,6047.33
24.06.2016 09:11:38.566 GMT+0100,6049.11,6048.11
24.06.2016 09:11:39.098 GMT+0100,6048.51,6047.51
24.06.2016 09:11:39.432 GMT+0100,6048.73,6047.73
24.06.2016 09:11:39.848 GMT+0100,6048.84,6047.84
24.06.2016 09:11:40.149 GMT+0100,6049.16,6048.16
24.06.2016 09:11:40.604 GMT+0100,6050.11,6049.11
24.06.2016 09:11:41.154 GMT+0100,6049.91,6048.91
24.06.2016 09:11:41.628 GMT+0100,6050.01,6049.01
24.06.2016 09:11:42.068 GMT+0100,6050.5,6049.5
24.06.2016 09:11:42.408 GMT+0100,6050.44,6049.44
24.06.2016 09:11:42.838 GMT+0100,6050.66,6049.66
24.06.2016 09:11:43.311 GMT+0100,6050.91,6049.91
24.06.2016 09:11:43.613 GMT+0100,6051.01,6050.01
24.06.2016 09:11:44.157 GMT+0100,6051.05,6050.05
24.06.2016 09:11:44.490 GMT+0100,6051.11,6050.11
24.06.2016 09:11:44.896 GMT+0100,6053.08,6052.08
24.06.2016 09:11:45.318 GMT+0100,6054.25,6053.25
24.06.2016 09:11:45.672 GMT+0100,6054.75,6053.75
24.06.2016 09:11:46.248 GMT+0100,6055.61,6054.61
24.06.2016 09:11:46.578 GMT+0100,6056.08,6055.08
24.06.2016 09:11:46.881 GMT+0100,6056.06,6055.06
24.06.2016 09:11:47.183 GMT+0100,6058.41,6057.41
24.06.2016 09:11:47.484 GMT+0100,6059.26,6058.26
24.06.2016 09:11:47.920 GMT+0100,6060.54,6059.54
24.06.2016 09:11:48.238 GMT+0100,6060.41,6059.41
24.06.2016 09:11:48.557 GMT+0100,6060.71,6059.71
24.06.2016 09:11:48.995 GMT+0100,6060.31,6059.31
24.06.2016 09:11:49.347 GMT+0100,6070.5,6069.5
24.06.2016 09:11:49.688 GMT+0100,6074.58,6073.58
24.06.2016 09:11:50.138 GMT+0100,6075.23,6074.23
24.06.2016 09:11:50.605 GMT+0100,6077.28,6076.28
24.06.2016 09:11:50.977 GMT+0100,6078.34,6077.34
24.06.2016 09:11:51.309 GMT+0100,6078.91,6077.91
24.06.2016 09:11:51.711 GMT+0100,6079.54,6078.54
24.06.2016 09:11:52.103 GMT+0100,6079.01,6078.01
24.06.2016 09:11:52.615 GMT+0100,6078.41,6077.41
24.06.2016 09:11:52.919 GMT+0100,6077.91,6076.91
24.06.2016 09:11:53.269 GMT+0100,6078.58,6077.58
24.06.2016 09:11:53.618 GMT+0100,6078.04,6077.04
24.06.2016 09:11:53.982 GMT+0100,6077.7,6076.7
24.06.2016 09:11:54.426 GMT+0100,6077.25,6076.25
24.06.2016 09:11:54.774 GMT+0100,6076.82,6075.82
24.06.2016 09:11:55.229 GMT+0100,6076.48,6075.48
24.06.2016 09:11:55.708 GMT+0100,6076.69,6075.69
24.06.2016 09:11:56.084 GMT+0100,6076.71,6075.71
24.06.2016 09:11:56.587 GMT+0100,6076.58,6075.58
24.06.2016 09:11:57.038 GMT+0100,6076.78,6075.78
24.06.2016 09:11:57.357 GMT+0100,6076.01,6075.01
24.06.2016 09:11:57.691 GMT+0100,6075.97,6074.97
24.06.2016 09:11:58.043 GMT+0100,6076.34,6075.34
24.06.2016 09:11:58.388 GMT+0100,6077.08,6076.08
24.06.2016 09:11:58.745 GMT+0100,6076.91,6075.91
24.06.2016 09:11:59.117 GMT+0100,6076.99,6075.99
24.06.2016 09:11:59.549 GMT+0100,6077,6076
24.06.2016 09:11:59.889 GMT+0100,6077.61,6076.61
24.06.2016 09:12:00.313 GMT+0100,6075.23,6074.23
24.06.2016 09:12:00.659 GMT+0100,6074.78,6073.78
24.06.2016 09:12:01.207 GMT+0100,6074.62,6073.62
24.06.2016 09:12:01.648 GMT+0100,6074.98,6073.98
24.06.2016 09:12:01.978 GMT+0100,6075.16,6074.16
24.06.2016 09:12:02.325 GMT+0100,6074.71,6073.71
24.06.2016 09:12:03.208 GMT+0100,6075.01,6074.01
24.06.2016 09:12:03.627 GMT+0100,6074,6073
24.06.2016 09:12:03.985 GMT+0100,6073.08,6072.08
24.06.2016 09:12:04.296 GMT+0100,6073,6072
24.06.2016 09:12:04.727 GMT+0100,6072.74,6071.74
24.06.2016 09:12:05.350 GMT+0100,6072.21,6071.21
24.06.2016 09:12:05.882 GMT+0100,6071.78,6070.78
24.06.2016 09:12:06.267 GMT+0100,6070.73,6069.73
24.06.2016 09:12:06.586 GMT+0100,6070.69,6069.69
24.06.2016 09:12:06.888 GMT+0100,6071.01,6070.01
24.06.2016 09:12:07.478 GMT+0100,6071.97,6070.97
24.06.2016 09:12:07.892 GMT+0100,6072.44,6071.44
24.06.2016 09:12:08.222 GMT+0100,6071.57,6070.57
24.06.2016 09:12:08.696 GMT+0100,6071.66,6070.66
24.06.2016 09:12:09.349 GMT+0100,6072.11,6071.11
24.06.2016 09:12:09.873 GMT+0100,6072.37,6071.37
24.06.2016 09:12:10.204 GMT+0100,6072.24,6071.24
24.06.2016 09:12:11.082 GMT+0100,6071.91,6070.91
24.06.2016 09:12:11.528 GMT+0100,6071.8,6070.8
24.06.2016 09:12:11.988 GMT+0100,6072.57,6071.57
24.06.2016 09:12:12.538 GMT+0100,6072.84,6071.84
24.06.2016 09:12:12.848 GMT+0100,6073.41,6072.41
24.06.2016 09:12:13.229 GMT+0100,6071.91,6070.91
24.06.2016 09:12:13.747 GMT+0100,6072.07,6071.07
24.06.2016 09:12:14.187 GMT+0100,6071.55,6070.55
24.06.2016 09:12:14.519 GMT+0100,6072.03,6071.03
24.06.2016 09:12:15.057 GMT+0100,6070.78,6069.78
24.06.2016 09:12:15.360 GMT+0100,6069.07,6068.07
24.06.2016 09:12:15.862 GMT+0100,6069.16,6068.16
24.06.2016 09:12:16.175 GMT+0100,6069.24,6068.24
24.06.2016 09:12:16.717 GMT+0100,6069.41,6068.41
24.06.2016 09:12:17.267 GMT+0100,6069.28,6068.28
24.06.2016 09:12:17.620 GMT+0100,6069.12,6068.12
24.06.2016 09:12:17.928 GMT+0100,6069.07,6068.07
24.06.2016 09:12:18.368 GMT+0100,6069.31,6068.31
24.06.2016 09:12:18.698 GMT+0100,6069.21,6068.21
24.06.2016 09:12:19.146 GMT+0100,6069.24,6068.24
24.06.2016 09:12:19.479 GMT+0100,6069.71,6068.71
24.06.2016 09:12:19.781 GMT+0100,6069.41,6068.41
24.06.2016 09:12:20.127 GMT+0100,6069.74,6068.74
24.06.2016 09:12:20.657 GMT+0100,6069.3,6068.3
24.06.2016 09:12:21.117 GMT+0100,6069.07,6068.07
24.06.2016 09:12:21.447 GMT+0100,6068.57,6067.57
24.06.2016 09:12:21.997 GMT+0100,6068.16,6067.16
24.06.2016 09:12:22.437 GMT+0100,6067.41,6066.41
24.06.2016 09:12:22.768 GMT+0100,6067.24,6066.24
24.06.2016 09:12:23.123 GMT+0100,6066.96,6065.96
24.06.2016 09:12:23.575 GMT+0100,6066.03,6065.03
24.06.2016 09:12:23.883 GMT+0100,6066.91,6065.91
24.06.2016 09:12:24.527 GMT+0100,6066.84,6065.84
24.06.2016 09:12:24.858 GMT+0100,6067.11,6066.11
24.06.2016 09:12:25.187 GMT+0100,6067.57,6066.57
24.06.2016 09:12:25.589 GMT+0100,6066.78,6065.78
24.06.2016 09:12:25.957 GMT+0100,6069.16,6068.16
24.06.2016 09:12:26.286 GMT+0100,6069.41,6068.41
24.06.2016 09:12:26.598 GMT+0100,6069.91,6068.91
24.06.2016 09:12:27.628 GMT+0100,6070.41,6069.41
24.06.2016 09:12:27.931 GMT+0100,6070.16,6069.16
24.06.2016 09:12:28.258 GMT+0100,6070.91,6069.91
24.06.2016 09:12:28.632 GMT+0100,6070.76,6069.76
24.06.2016 09:12:29.010 GMT+0100,6070.16,6069.16
24.06.2016 09:12:29.436 GMT+0100,6070.53,6069.53
24.06.2016 09:12:29.820 GMT+0100,6070.16,6069.16
24.06.2016 09:12:30.136 GMT+0100,6070.66,6069.66
24.06.2016 09:12:30.764 GMT+0100,6071.03,6070.03
24.06.2016 09:12:31.127 GMT+0100,6071.24,6070.24
24.06.2016 09:12:31.500 GMT+0100,6072.24,6071.24
24.06.2016 09:12:32.008 GMT+0100,6071.98,6070.98
24.06.2016 09:12:32.337 GMT+0100,6072.11,6071.11
24.06.2016 09:12:32.687 GMT+0100,6072.69,6071.69
24.06.2016 09:12:33.107 GMT+0100,6073.01,6072.01
24.06.2016 09:12:33.556 GMT+0100,6073.21,6072.21
24.06.2016 09:12:33.877 GMT+0100,6073.58,6072.58
24.06.2016 09:12:34.248 GMT+0100,6074.08,6073.08
24.06.2016 09:12:34.588 GMT+0100,6074.51,6073.51
24.06.2016 09:12:34.976 GMT+0100,6074.41,6073.41
24.06.2016 09:12:35.362 GMT+0100,6074.53,6073.53
24.06.2016 09:12:35.748 GMT+0100,6074.47,6073.47
24.06.2016 09:12:36.197 GMT+0100,6075.03,6074.03
24.06.2016 09:12:36.663 GMT+0100,6075.3,6074.3
24.06.2016 09:12:37.284 GMT+0100,6075.31,6074.31
24.06.2016 09:12:37.669 GMT+0100,6076.12,6075.12
24.06.2016 09:12:38.057 GMT+0100,6075.76,6074.76
24.06.2016 09:12:38.386 GMT+0100,6075.3,6074.3
24.06.2016 09:12:38.750 GMT+0100,6075.74,6074.74
24.06.2016 09:12:39.102 GMT+0100,6076.19,6075.19
24.06.2016 09:12:39.504 GMT+0100,6076.08,6075.08
24.06.2016 09:12:40.007 GMT+0100,6076.18,6075.18
24.06.2016 09:12:40.431 GMT+0100,6076.28,6075.28
24.06.2016 09:12:40.806 GMT+0100,6077.16,6076.16
24.06.2016 09:12:41.192 GMT+0100,6077.69,6076.69
24.06.2016 09:12:41.515 GMT+0100,6077.78,6076.78
24.06.2016 09:12:42.127 GMT+0100,6078.61,6077.61
24.06.2016 09:12:42.464 GMT+0100,6078.76,6077.76
24.06.2016 09:12:42.823 GMT+0100,6078.77,6077.77
24.06.2016 09:12:43.225 GMT+0100,6079.3,6078.3
24.06.2016 09:12:43.698 GMT+0100,6079.28,6078.28
24.06.2016 09:12:44.107 GMT+0100,6079.19,6078.19
24.06.2016 09:12:44.467 GMT+0100,6079.17,6078.17
24.06.2016 09:12:44.920 GMT+0100,6076.16,6075.16
24.06.2016 09:12:45.317 GMT+0100,6076.66,6075.66
24.06.2016 09:12:45.756 GMT+0100,6077.24,6076.24
24.06.2016 09:12:46.087 GMT+0100,6076.91,6075.91
24.06.2016 09:12:46.671 GMT+0100,6077.66,6076.66
24.06.2016 09:12:47.146 GMT+0100,6078.03,6077.03
24.06.2016 09:12:47.516 GMT+0100,6073.74,6072.74
24.06.2016 09:12:47.847 GMT+0100,6073.53,6072.53
24.06.2016 09:12:48.150 GMT+0100,6074.58,6073.58
24.06.2016 09:12:48.472 GMT+0100,6074.41,6073.41
24.06.2016 09:12:48.846 GMT+0100,6074.91,6073.91
24.06.2016 09:12:49.254 GMT+0100,6074.97,6073.97
24.06.2016 09:12:49.588 GMT+0100,6075.11,6074.11
24.06.2016 09:12:50.085 GMT+0100,6075.24,6074.24
24.06.2016 09:12:50.407 GMT+0100,6075.41,6074.41
24.06.2016 09:12:50.816 GMT+0100,6075.11,6074.11
24.06.2016 09:12:51.147 GMT+0100,6074.41,6073.41
24.06.2016 09:12:51.587 GMT+0100,6075.02,6074.02
24.06.2016 09:12:52.137 GMT+0100,6074.66,6073.66
24.06.2016 09:12:52.466 GMT+0100,6074.41,6073.41
24.06.2016 09:12:52.917 GMT+0100,6073.31,6072.31
24.06.2016 09:12:53.310 GMT+0100,6074.41,6073.41
24.06.2016 09:12:54.122 GMT+0100,6074.66,6073.66
24.06.2016 09:12:54.446 GMT+0100,6074.24,6073.24
24.06.2016 09:12:54.776 GMT+0100,6074.03,6073.03
24.06.2016 09:12:55.082 GMT+0100,6074.24,6073.24
24.06.2016 09:12:55.458 GMT+0100,6074.83,6073.5
24.06.2016 09:12:55.608 GMT+0100,6072.66,6071.66
24.06.2016 09:12:55.787 GMT+0100,6069.41,6068.41
24.06.2016 09:12:56.282 GMT+0100,6069.91,6068.91
24.06.2016 09:12:56.777 GMT+0100,6070.01,6069.01
24.06.2016 09:12:57.106 GMT+0100,6069.58,6068.58
24.06.2016 09:12:57.657 GMT+0100,6068.69,6067.69
24.06.2016 09:12:57.968 GMT+0100,6068.91,6067.91
24.06.2016 09:12:58.427 GMT+0100,6068.66,6067.66
24.06.2016 09:12:58.756 GMT+0100,6068.18,6067.18
24.06.2016 09:12:59.197 GMT+0100,6068,6067
24.06.2016 09:12:59.966 GMT+0100,6068.16,6067.16
24.06.2016 09:13:00.390 GMT+0100,6068.52,6067.52
24.06.2016 09:13:00.718 GMT+0100,6069.55,6068.55
24.06.2016 09:13:01.220 GMT+0100,6068.59,6067.59
24.06.2016 09:13:01.836 GMT+0100,6069.41,6068.41
24.06.2016 09:13:02.167 GMT+0100,6069.61,6068.61
24.06.2016 09:13:02.904 GMT+0100,6069.54,6068.54
24.06.2016 09:13:03.327 GMT+0100,6069.99,6068.99
24.06.2016 09:13:04.025 GMT+0100,6069.91,6068.91
24.06.2016 09:13:04.421 GMT+0100,6069.84,6068.84
24.06.2016 09:13:04.722 GMT+0100,6068.41,6067.41
24.06.2016 09:13:05.026 GMT+0100,6069.03,6068.03
24.06.2016 09:13:05.449 GMT+0100,6069.31,6068.31
24.06.2016 09:13:05.906 GMT+0100,6069.41,6068.41
24.06.2016 09:13:06.279 GMT+0100,6069.495,6068.3
24.06.2016 09:13:06.481 GMT+0100,6065.41,6064.41
24.06.2016 09:13:06.791 GMT+0100,6065.91,6064.91
24.06.2016 09:13:07.234 GMT+0100,6065.41,6064.41
24.06.2016 09:13:07.639 GMT+0100,6065.74,6064.74
24.06.2016 09:13:07.996 GMT+0100,6064.91,6063.91
24.06.2016 09:13:08.346 GMT+0100,6065.62,6064.62
24.06.2016 09:13:08.654 GMT+0100,6065.53,6064.53
24.06.2016 09:13:08.955 GMT+0100,6065.16,6064.16
24.06.2016 09:13:09.316 GMT+0100,6065.24,6064.24
24.06.2016 09:13:09.976 GMT+0100,6064.16,6063.16
24.06.2016 09:13:10.306 GMT+0100,6064.11,6063.11
24.06.2016 09:13:10.765 GMT+0100,6063.91,6062.91
24.06.2016 09:13:11.067 GMT+0100,6063.96,6062.96
24.06.2016 09:13:11.626 GMT+0100,6065.16,6064.16
24.06.2016 09:13:12.286 GMT+0100,6067.11,6066.11
24.06.2016 09:13:12.876 GMT+0100,6066.66,6065.66
24.06.2016 09:13:13.276 GMT+0100,6067.91,6066.91
24.06.2016 09:13:13.606 GMT+0100,6067.82,6066.82
24.06.2016 09:13:13.923 GMT+0100,6068.13,6067.13
24.06.2016 09:13:14.581 GMT+0100,6067.95,6066.95
24.06.2016 09:13:14.920 GMT+0100,6068.41,6067.41
24.06.2016 09:13:15.366 GMT+0100,6068.91,6067.91
24.06.2016 09:13:15.696 GMT+0100,6068.78,6067.78
24.06.2016 09:13:16.246 GMT+0100,6068.58,6067.58
24.06.2016 09:13:17.236 GMT+0100,6069.22,6068.22
24.06.2016 09:13:17.601 GMT+0100,6069.05,6068.05
24.06.2016 09:13:18.116 GMT+0100,6069.11,6068.11
24.06.2016 09:13:18.581 GMT+0100,6068.21,6067.21
24.06.2016 09:13:18.947 GMT+0100,6068.71,6067.71
24.06.2016 09:13:19.334 GMT+0100,6068.91,6067.91
24.06.2016 09:13:19.655 GMT+0100,6069.24,6068.24
24.06.2016 09:13:20.354 GMT+0100,6069.16,6068.16
24.06.2016 09:13:20.696 GMT+0100,6069.61,6068.61
24.06.2016 09:13:21.086 GMT+0100,6069.31,6068.31
24.06.2016 09:13:21.415 GMT+0100,6068.66,6067.66
24.06.2016 09:13:22.075 GMT+0100,6068.14,6067.14
24.06.2016 09:13:22.405 GMT+0100,6068.19,6067.19
24.06.2016 09:13:22.815 GMT+0100,6068.24,6067.24
24.06.2016 09:13:23.366 GMT+0100,6067.71,6066.71
24.06.2016 09:13:23.947 GMT+0100,6067.78,6066.78
24.06.2016 09:13:24.276 GMT+0100,6067.86,6066.86
24.06.2016 09:13:24.590 GMT+0100,6067.91,6066.91
24.06.2016 09:13:25.048 GMT+0100,6069.08,6068.08
24.06.2016 09:13:25.398 GMT+0100,6069.53,6068.53
24.06.2016 09:13:25.897 GMT+0100,6070.08,6069.08
24.06.2016 09:13:26.333 GMT+0100,6069.41,6068.41
24.06.2016 09:13:27.175 GMT+0100,6068.91,6067.91
24.06.2016 09:13:27.506 GMT+0100,6064.66,6063.66
24.06.2016 09:13:28.057 GMT+0100,6063.66,6062.66
24.06.2016 09:13:28.368 GMT+0100,6065.11,6064.11
24.06.2016 09:13:28.715 GMT+0100,6063.62,6062.62
24.06.2016 09:13:29.048 GMT+0100,6064.08,6063.08
24.06.2016 09:13:29.450 GMT+0100,6064.91,6063.91
24.06.2016 09:13:29.816 GMT+0100,6064.81,6063.81
24.06.2016 09:13:30.247 GMT+0100,6065.74,6064.74
24.06.2016 09:13:30.695 GMT+0100,6066.24,6065.24
24.06.2016 09:13:31.158 GMT+0100,6066.58,6065.58
24.06.2016 09:13:31.577 GMT+0100,6066.55,6065.55
24.06.2016 09:13:32.016 GMT+0100,6067.41,6066.41
24.06.2016 09:13:32.456 GMT+0100,6067.48,6066.48
24.06.2016 09:13:32.816 GMT+0100,6067.53,6066.53
24.06.2016 09:13:33.336 GMT+0100,6067.91,6066.91
24.06.2016 09:13:33.676 GMT+0100,6062.71,6061.71
24.06.2016 09:13:34.085 GMT+0100,6062.58,6061.58
24.06.2016 09:13:34.436 GMT+0100,6064.91,6063.91
24.06.2016 09:13:34.877 GMT+0100,6064.74,6063.74
24.06.2016 09:13:35.340 GMT+0100,6064.23,6063.23
24.06.2016 09:13:35.647 GMT+0100,6064.7,6063.7
24.06.2016 09:13:36.085 GMT+0100,6064.16,6063.16
24.06.2016 09:13:36.525 GMT+0100,6064.31,6063.31
24.06.2016 09:13:36.856 GMT+0100,6064.41,6063.41
24.06.2016 09:13:37.186 GMT+0100,6064.46,6063.46
24.06.2016 09:13:37.699 GMT+0100,6064.58,6063.58
24.06.2016 09:13:38.285 GMT+0100,6064.47,6063.47
24.06.2016 09:13:38.725 GMT+0100,6064.01,6063.01
24.06.2016 09:13:39.055 GMT+0100,6063.66,6062.66
24.06.2016 09:13:39.590 GMT+0100,6062.91,6061.91
24.06.2016 09:13:39.971 GMT+0100,6063.16,6062.16
24.06.2016 09:13:40.326 GMT+0100,6063.41,6062.41
24.06.2016 09:13:40.925 GMT+0100,6060.81,6059.81
24.06.2016 09:13:41.282 GMT+0100,6061.08,6060.08
24.06.2016 09:13:41.936 GMT+0100,6061.81,6060.81
24.06.2016 09:13:42.319 GMT+0100,6062.55,6061.55
24.06.2016 09:13:42.685 GMT+0100,6062.74,6061.74
24.06.2016 09:13:43.125 GMT+0100,6062.47,6061.47
24.06.2016 09:13:43.473 GMT+0100,6064.16,6063.16
24.06.2016 09:13:43.926 GMT+0100,6064.14,6063.14
24.06.2016 09:13:44.236 GMT+0100,6063.95,6062.95
24.06.2016 09:13:44.568 GMT+0100,6064.11,6063.11
24.06.2016 09:13:44.911 GMT+0100,6064.03,6063.03
24.06.2016 09:13:45.775 GMT+0100,6062.08,6061.08
24.06.2016 09:13:46.215 GMT+0100,6061.91,6060.91
24.06.2016 09:13:46.691 GMT+0100,6061.74,6060.74
24.06.2016 09:13:47.022 GMT+0100,6062.22,6061.22
24.06.2016 09:13:47.444 GMT+0100,6062.2,6061.2
24.06.2016 09:13:47.866 GMT+0100,6062.78,6061.78
24.06.2016 09:13:48.256 GMT+0100,6062.21,6061.21
24.06.2016 09:13:49.476 GMT+0100,6062.66,6061.66
24.06.2016 09:13:49.953 GMT+0100,6062.81,6061.81
24.06.2016 09:13:50.566 GMT+0100,6062.38,6061.38
24.06.2016 09:13:51.056 GMT+0100,6062.41,6061.41
24.06.2016 09:13:51.495 GMT+0100,6062.71,6061.71
24.06.2016 09:13:52.045 GMT+0100,6062.62,6061.62
24.06.2016 09:13:52.485 GMT+0100,6062.52,6061.52
24.06.2016 09:13:52.814 GMT+0100,6062.01,6061.01
24.06.2016 09:13:53.255 GMT+0100,6061.16,6060.16
24.06.2016 09:13:53.805 GMT+0100,6061.41,6060.41
24.06.2016 09:13:54.355 GMT+0100,6061.16,6060.16
24.06.2016 09:13:54.662 GMT+0100,6059.71,6058.71
24.06.2016 09:13:55.025 GMT+0100,6059.31,6058.31
24.06.2016 09:13:55.345 GMT+0100,6059.2,6058.2
24.06.2016 09:13:56.132 GMT+0100,6059.41,6058.41
24.06.2016 09:13:56.445 GMT+0100,6059.91,6058.91
24.06.2016 09:13:56.995 GMT+0100,6061.81,6060.81
24.06.2016 09:13:57.544 GMT+0100,6061.7,6060.7
24.06.2016 09:13:58.133 GMT+0100,6061.75,6060.75
24.06.2016 09:13:58.445 GMT+0100,6062.02,6061.02
24.06.2016 09:13:59.591 GMT+0100,6061.7,6060.7
24.06.2016 09:14:00.440 GMT+0100,6061.51,6060.51
24.06.2016 09:14:00.761 GMT+0100,6059.41,6058.41
24.06.2016 09:14:01.297 GMT+0100,6060.41,6059.41
24.06.2016 09:14:01.615 GMT+0100,6059.91,6058.91
24.06.2016 09:14:02.166 GMT+0100,6059.66,6058.66
24.06.2016 09:14:02.501 GMT+0100,6060.27,6059.27
24.06.2016 09:14:02.825 GMT+0100,6060.09,6059.09
24.06.2016 09:14:03.155 GMT+0100,6060.01,6059.01
24.06.2016 09:14:03.506 GMT+0100,6059.91,6058.91
24.06.2016 09:14:04.191 GMT+0100,6058.91,6057.91
24.06.2016 09:14:04.506 GMT+0100,6058.78,6057.78
24.06.2016 09:14:05.087 GMT+0100,6058.41,6057.41
24.06.2016 09:14:05.420 GMT+0100,6058.66,6057.66
24.06.2016 09:14:05.805 GMT+0100,6057.74,6056.74
24.06.2016 09:14:06.145 GMT+0100,6057.16,6056.16
24.06.2016 09:14:06.676 GMT+0100,6056.53,6055.53
24.06.2016 09:14:07.203 GMT+0100,6056.74,6055.74
24.06.2016 09:14:07.885 GMT+0100,6056.66,6055.66
24.06.2016 09:14:08.324 GMT+0100,6057.16,6056.16
24.06.2016 09:14:08.657 GMT+0100,6057.01,6056.01
24.06.2016 09:14:09.617 GMT+0100,6057.08,6056.08
24.06.2016 09:14:09.975 GMT+0100,6056.98,6055.98
24.06.2016 09:14:10.605 GMT+0100,6056.97,6055.97
24.06.2016 09:14:11.225 GMT+0100,6057.74,6056.74
24.06.2016 09:14:11.533 GMT+0100,6059.41,6058.41
24.06.2016 09:14:11.995 GMT+0100,6059.74,6058.74
24.06.2016 09:14:12.545 GMT+0100,6059.81,6058.81
24.06.2016 09:14:13.204 GMT+0100,6059.53,6058.53
24.06.2016 09:14:13.755 GMT+0100,6058.21,6057.21
24.06.2016 09:14:14.059 GMT+0100,6058.41,6057.41
24.06.2016 09:14:14.360 GMT+0100,6058.24,6057.24
24.06.2016 09:14:14.662 GMT+0100,6057.58,6056.58
24.06.2016 09:14:14.983 GMT+0100,6057.66,6056.66
24.06.2016 09:14:15.294 GMT+0100,6057.91,6056.91
24.06.2016 09:14:15.845 GMT+0100,6057.58,6056.58
24.06.2016 09:14:16.368 GMT+0100,6057.41,6056.41
24.06.2016 09:14:16.724 GMT+0100,6057.78,6056.78
24.06.2016 09:14:17.055 GMT+0100,6057.41,6056.41
24.06.2016 09:14:17.384 GMT+0100,6057.31,6056.31
