Local time,Ask,Bid
24.06.2016 08:00:43.028 GMT+0100,5769.67,5768.54
24.06.2016 08:00:43.468 GMT+0100,5768.02,5767.02
24.06.2016 08:00:43.945 GMT+0100,5768.58,5767.58
24.06.2016 08:00:44.471 GMT+0100,5768.15,5767.15
24.06.2016 08:00:44.807 GMT+0100,5768.13,5767.13
24.06.2016 08:00:45.228 GMT+0100,5767.71,5766.71
24.06.2016 08:00:46.548 GMT+0100,5767.85,5766.85
24.06.2016 08:00:46.988 GMT+0100,5767.9,5766.9
24.06.2016 08:00:47.317 GMT+0100,5767.865,5766.73
24.06.2016 08:00:47.758 GMT+0100,5768.42,5767.42
24.06.2016 08:00:48.101 GMT+0100,5768.27,5767.27
24.06.2016 08:00:48.423 GMT+0100,5768.52,5767.52
24.06.2016 08:00:48.748 GMT+0100,5768.27,5767.27
24.06.2016 08:00:49.079 GMT+0100,5768.16,5767.16
24.06.2016 08:00:49.406 GMT+0100,5767.9,5766.9
24.06.2016 08:00:50.067 GMT+0100,5767.95,5766.95
24.06.2016 08:00:50.467 GMT+0100,5768.27,5767.27
24.06.2016 08:00:50.820 GMT+0100,5767.73,5766.365
24.06.2016 08:00:51.164 GMT+0100,5765.35,5764.35
24.06.2016 08:00:51.560 GMT+0100,5765.2,5764.2
24.06.2016 08:00:51.872 GMT+0100,5765.19,5764.19
24.06.2016 08:00:52.268 GMT+0100,5763.785,5762.27
24.06.2016 08:00:52.598 GMT+0100,5764.23,5763.23
24.06.2016 08:00:52.927 GMT+0100,5764.3,5763.3
24.06.2016 08:00:53.374 GMT+0100,5764.1,5763.1
24.06.2016 08:00:53.775 GMT+0100,5763.22,5762.22
24.06.2016 08:00:54.278 GMT+0100,5762.42,5761.42
24.06.2016 08:00:54.780 GMT+0100,5761.08,5760.08
24.06.2016 08:00:55.081 GMT+0100,5761.19,5760.19
24.06.2016 08:00:55.429 GMT+0100,5761.27,5760.27
24.06.2016 08:00:55.897 GMT+0100,5760.66,5759.52
24.06.2016 08:00:56.337 GMT+0100,5759.76,5758.52
24.06.2016 08:00:56.887 GMT+0100,5759.725,5758.65
24.06.2016 08:00:57.327 GMT+0100,5759.915,5758.83
24.06.2016 08:00:57.963 GMT+0100,5759.83,5758.66
24.06.2016 08:00:58.318 GMT+0100,5760.15,5759.15
24.06.2016 08:00:58.757 GMT+0100,5759.895,5758.79
24.06.2016 08:00:59.197 GMT+0100,5759.96,5758.92
24.06.2016 08:00:59.668 GMT+0100,5759.95,5758.9
24.06.2016 08:01:00.077 GMT+0100,5759.64,5758.48
24.06.2016 08:01:00.455 GMT+0100,5759.56,5757.78
24.06.2016 08:01:00.758 GMT+0100,5756.52,5755.52
24.06.2016 08:01:01.067 GMT+0100,5755.35,5754.35
24.06.2016 08:01:01.398 GMT+0100,5754.82,5753.64
24.06.2016 08:01:01.995 GMT+0100,5754.11,5752.92
24.06.2016 08:01:02.388 GMT+0100,5754.52,5753.52
24.06.2016 08:01:02.937 GMT+0100,5754.36,5753.36
24.06.2016 08:01:03.377 GMT+0100,5754.35,5753.35
24.06.2016 08:01:03.707 GMT+0100,5754.4,5753.4
24.06.2016 08:01:04.049 GMT+0100,5753.77,5752.74
24.06.2016 08:01:04.367 GMT+0100,5754.52,5753.52
24.06.2016 08:01:04.697 GMT+0100,5753.77,5752.77
24.06.2016 08:01:05.027 GMT+0100,5754.5,5753.5
24.06.2016 08:01:05.467 GMT+0100,5754.41,5753.41
24.06.2016 08:01:05.797 GMT+0100,5754.57,5753.57
24.06.2016 08:01:06.137 GMT+0100,5754.22,5753.22
24.06.2016 08:01:06.458 GMT+0100,5753.385,5752.27
24.06.2016 08:01:07.008 GMT+0100,5753.02,5752.02
24.06.2016 08:01:07.341 GMT+0100,5753.12,5752.12
24.06.2016 08:01:07.667 GMT+0100,5753.36,5752.36
24.06.2016 08:01:08.108 GMT+0100,5753.05,5752.05
24.06.2016 08:01:08.437 GMT+0100,5751.91,5750.52
24.06.2016 08:01:08.895 GMT+0100,5749.65,5748.65
24.06.2016 08:01:09.223 GMT+0100,5749.72,5748.72
24.06.2016 08:01:09.554 GMT+0100,5749.52,5748.52
24.06.2016 08:01:09.873 GMT+0100,5749.7,5748.6
24.06.2016 08:01:10.747 GMT+0100,5750.5,5749.5
24.06.2016 08:01:11.077 GMT+0100,5750.27,5749.27
24.06.2016 08:01:11.420 GMT+0100,5750.245,5749.19
24.06.2016 08:01:12.067 GMT+0100,5750.3,5749.3
24.06.2016 08:01:12.397 GMT+0100,5750.34,5749.34
24.06.2016 08:01:12.727 GMT+0100,5750.77,5749.77
24.06.2016 08:01:13.057 GMT+0100,5752.02,5751.02
24.06.2016 08:01:13.385 GMT+0100,5751.77,5750.77
24.06.2016 08:01:13.687 GMT+0100,5751.36,5750.36
24.06.2016 08:01:14.047 GMT+0100,5749.77,5748.77
24.06.2016 08:01:14.389 GMT+0100,5749.02,5748.02
24.06.2016 08:01:14.890 GMT+0100,5748.42,5747.42
24.06.2016 08:01:15.257 GMT+0100,5748.14,5746.98
24.06.2016 08:01:15.586 GMT+0100,5748.24,5747.24
24.06.2016 08:01:15.994 GMT+0100,5748.02,5747.02
24.06.2016 08:01:16.494 GMT+0100,5747.87,5746.87
24.06.2016 08:01:16.800 GMT+0100,5746.52,5745.52
24.06.2016 08:01:17.207 GMT+0100,5746.6,5745.6
24.06.2016 08:01:17.567 GMT+0100,5747.3,5746.3
24.06.2016 08:01:17.897 GMT+0100,5747.33,5746.33
24.06.2016 08:01:18.337 GMT+0100,5746.67,5745.67
24.06.2016 08:01:18.667 GMT+0100,5746.77,5745.77
24.06.2016 08:01:19.107 GMT+0100,5746.86,5745.86
24.06.2016 08:01:19.987 GMT+0100,5746.77,5745.77
24.06.2016 08:01:20.537 GMT+0100,5746.63,5745.63
24.06.2016 08:01:20.841 GMT+0100,5746.72,5745.72
24.06.2016 08:01:21.307 GMT+0100,5747.25,5746.25
24.06.2016 08:01:21.805 GMT+0100,5747.28,5746.28
24.06.2016 08:01:22.297 GMT+0100,5747.31,5746.31
24.06.2016 08:01:22.737 GMT+0100,5747.47,5746.47
24.06.2016 08:01:23.178 GMT+0100,5747.31,5746.31
24.06.2016 08:01:23.507 GMT+0100,5747.68,5746.68
24.06.2016 08:01:23.895 GMT+0100,5749.885,5748.27
24.06.2016 08:01:24.240 GMT+0100,5748.38,5747.38
24.06.2016 08:01:24.624 GMT+0100,5747.89,5746.89
24.06.2016 08:01:24.937 GMT+0100,5748.77,5747.77
24.06.2016 08:01:25.403 GMT+0100,5750.4,5749.4
24.06.2016 08:01:25.708 GMT+0100,5749.885,5748.77
24.06.2016 08:01:26.133 GMT+0100,5749.43,5748.36
24.06.2016 08:01:26.476 GMT+0100,5749.77,5748.74
24.06.2016 08:01:26.808 GMT+0100,5749.405,5748.31
24.06.2016 08:01:27.247 GMT+0100,5749.475,5748.45
24.06.2016 08:01:27.598 GMT+0100,5750.15,5749.15
24.06.2016 08:01:27.907 GMT+0100,5750.31,5749.31
24.06.2016 08:01:28.237 GMT+0100,5749.66,5748.66
24.06.2016 08:01:28.777 GMT+0100,5749.82,5748.82
24.06.2016 08:01:29.337 GMT+0100,5749.745,5748.69
24.06.2016 08:01:29.996 GMT+0100,5750.02,5749.02
24.06.2016 08:01:30.546 GMT+0100,5750.17,5749.17
24.06.2016 08:01:31.101 GMT+0100,5750.77,5749.77
24.06.2016 08:01:31.427 GMT+0100,5751.4,5750.4
24.06.2016 08:01:32.637 GMT+0100,5752.02,5751.02
24.06.2016 08:01:33.186 GMT+0100,5752.37,5751.37
24.06.2016 08:01:33.627 GMT+0100,5752.45,5751.45
24.06.2016 08:01:34.506 GMT+0100,5752.46,5751.46
24.06.2016 08:01:34.946 GMT+0100,5752.19,5751.19
24.06.2016 08:01:35.315 GMT+0100,5752.22,5751.22
24.06.2016 08:01:35.676 GMT+0100,5752.34,5751.34
24.06.2016 08:01:36.157 GMT+0100,5751.91,5750.91
24.06.2016 08:01:36.596 GMT+0100,5751.65,5750.65
24.06.2016 08:01:36.927 GMT+0100,5751.52,5750.52
24.06.2016 08:01:37.366 GMT+0100,5751.31,5750.31
24.06.2016 08:01:38.576 GMT+0100,5751.52,5750.52
24.06.2016 08:01:39.004 GMT+0100,5751.69,5750.69
24.06.2016 08:01:39.407 GMT+0100,5751.65,5750.65
24.06.2016 08:01:39.897 GMT+0100,5751.62,5750.62
24.06.2016 08:01:40.226 GMT+0100,5751.72,5750.72
24.06.2016 08:01:40.690 GMT+0100,5751.27,5750.27
24.06.2016 08:01:41.087 GMT+0100,5750.77,5749.77
24.06.2016 08:01:41.689 GMT+0100,5750.52,5749.52
24.06.2016 08:01:42.167 GMT+0100,5751.36,5750.36
24.06.2016 08:01:42.646 GMT+0100,5751.55,5750.55
24.06.2016 08:01:43.089 GMT+0100,5751.21,5750.21
24.06.2016 08:01:43.636 GMT+0100,5751.46,5750.46
24.06.2016 08:01:44.413 GMT+0100,5751.52,5750.52
24.06.2016 08:01:44.846 GMT+0100,5751.44,5750.44
24.06.2016 08:01:45.286 GMT+0100,5752.02,5751.02
24.06.2016 08:01:45.754 GMT+0100,5752.27,5751.27
24.06.2016 08:01:46.118 GMT+0100,5752.26,5751.26
24.06.2016 08:01:46.496 GMT+0100,5752.36,5751.36
24.06.2016 08:01:47.046 GMT+0100,5753.27,5752.27
24.06.2016 08:01:47.486 GMT+0100,5753.65,5752.65
24.06.2016 08:01:48.031 GMT+0100,5754.02,5753.02
24.06.2016 08:01:48.696 GMT+0100,5754.52,5753.52
24.06.2016 08:01:49.136 GMT+0100,5755.02,5754.02
24.06.2016 08:01:49.466 GMT+0100,5757.77,5755.885
24.06.2016 08:01:49.816 GMT+0100,5757.36,5756.36
24.06.2016 08:01:50.129 GMT+0100,5757.52,5756.52
24.06.2016 08:01:50.566 GMT+0100,5756.92,5755.92
24.06.2016 08:01:50.903 GMT+0100,5756.96,5755.96
24.06.2016 08:01:51.271 GMT+0100,5756.835,5755.67
24.06.2016 08:01:51.589 GMT+0100,5757.45,5756.45
24.06.2016 08:01:52.246 GMT+0100,5758.52,5757.52
24.06.2016 08:01:52.645 GMT+0100,5758.86,5757.86
24.06.2016 08:01:53.048 GMT+0100,5759.27,5758.27
24.06.2016 08:01:53.452 GMT+0100,5758.77,5757.77
24.06.2016 08:01:53.780 GMT+0100,5759.12,5758.12
24.06.2016 08:01:54.156 GMT+0100,5759.02,5758.02
24.06.2016 08:01:54.639 GMT+0100,5760.87,5759.87
24.06.2016 08:01:55.186 GMT+0100,5761.27,5760.27
24.06.2016 08:01:55.676 GMT+0100,5761.61,5760.61
24.06.2016 08:01:56.070 GMT+0100,5762.02,5761.02
24.06.2016 08:01:56.396 GMT+0100,5765.88,5764.88
24.06.2016 08:01:56.726 GMT+0100,5765.96,5764.96
24.06.2016 08:01:57.241 GMT+0100,5766.09,5765.09
24.06.2016 08:01:57.642 GMT+0100,5765.92,5764.92
24.06.2016 08:01:58.194 GMT+0100,5766.36,5765.36
24.06.2016 08:01:58.596 GMT+0100,5764.745,5763.69
24.06.2016 08:01:58.946 GMT+0100,5764.9,5763.9
24.06.2016 08:01:59.366 GMT+0100,5764.69,5763.69
24.06.2016 08:02:00.026 GMT+0100,5765.02,5764.02
24.06.2016 08:02:00.400 GMT+0100,5765.42,5764.42
24.06.2016 08:02:00.798 GMT+0100,5765.87,5764.87
24.06.2016 08:02:01.202 GMT+0100,5766.12,5765.12
24.06.2016 08:02:01.676 GMT+0100,5766.7,5765.7
24.06.2016 08:02:02.055 GMT+0100,5766.88,5765.88
24.06.2016 08:02:02.446 GMT+0100,5766.35,5765.35
24.06.2016 08:02:02.776 GMT+0100,5766.77,5765.77
24.06.2016 08:02:03.114 GMT+0100,5766.88,5765.88
24.06.2016 08:02:03.559 GMT+0100,5766.69,5765.69
24.06.2016 08:02:03.908 GMT+0100,5765.52,5764.52
24.06.2016 08:02:04.409 GMT+0100,5764.71,5763.71
24.06.2016 08:02:04.756 GMT+0100,5766.38,5765.38
24.06.2016 08:02:05.162 GMT+0100,5766.4,5765.4
24.06.2016 08:02:05.526 GMT+0100,5766.38,5765.38
24.06.2016 08:02:06.185 GMT+0100,5766.52,5765.52
24.06.2016 08:02:06.846 GMT+0100,5766.15,5765.15
24.06.2016 08:02:07.287 GMT+0100,5766.24,5765.24
24.06.2016 08:02:07.619 GMT+0100,5764.785,5763.77
24.06.2016 08:02:07.940 GMT+0100,5764.9,5763.9
24.06.2016 08:02:08.276 GMT+0100,5764.02,5763.02
24.06.2016 08:02:08.622 GMT+0100,5762.85,5761.85
24.06.2016 08:02:08.948 GMT+0100,5762.81,5761.81
24.06.2016 08:02:09.351 GMT+0100,5762.55,5761.55
24.06.2016 08:02:09.756 GMT+0100,5763.21,5761.12
24.06.2016 08:02:10.256 GMT+0100,5765.02,5764.02
24.06.2016 08:02:10.632 GMT+0100,5764.85,5763.85
24.06.2016 08:02:10.958 GMT+0100,5765.19,5764.19
24.06.2016 08:02:11.356 GMT+0100,5766.52,5765.52
24.06.2016 08:02:11.766 GMT+0100,5766.47,5765.47
24.06.2016 08:02:12.126 GMT+0100,5766.31,5765.31
24.06.2016 08:02:12.566 GMT+0100,5766.19,5765.19
24.06.2016 08:02:12.969 GMT+0100,5765.4,5764.4
24.06.2016 08:02:13.336 GMT+0100,5765.85,5764.85
24.06.2016 08:02:13.776 GMT+0100,5766.12,5765.12
24.06.2016 08:02:14.435 GMT+0100,5765.62,5764.62
24.06.2016 08:02:14.766 GMT+0100,5765.52,5764.52
24.06.2016 08:02:15.297 GMT+0100,5766.32,5765.32
24.06.2016 08:02:15.756 GMT+0100,5766.22,5765.22
24.06.2016 08:02:16.301 GMT+0100,5766.02,5765.02
24.06.2016 08:02:16.787 GMT+0100,5765.52,5764.52
24.06.2016 08:02:17.186 GMT+0100,5766.02,5765.02
24.06.2016 08:02:17.736 GMT+0100,5766.09,5765.09
24.06.2016 08:02:18.106 GMT+0100,5765.77,5764.77
24.06.2016 08:02:18.415 GMT+0100,5766.62,5765.62
24.06.2016 08:02:18.726 GMT+0100,5766.31,5765.31
24.06.2016 08:02:19.166 GMT+0100,5766.38,5765.38
24.06.2016 08:02:19.606 GMT+0100,5766.55,5765.55
24.06.2016 08:02:20.164 GMT+0100,5766.59,5765.59
24.06.2016 08:02:20.596 GMT+0100,5766.31,5765.31
24.06.2016 08:02:20.926 GMT+0100,5766.32,5765.32
24.06.2016 08:02:21.366 GMT+0100,5765.4,5764.4
24.06.2016 08:02:21.786 GMT+0100,5765.41,5764.41
24.06.2016 08:02:22.277 GMT+0100,5765.85,5764.85
24.06.2016 08:02:22.796 GMT+0100,5765.52,5764.52
24.06.2016 08:02:23.675 GMT+0100,5766.19,5765.19
24.06.2016 08:02:24.226 GMT+0100,5766.27,5765.27
24.06.2016 08:02:24.538 GMT+0100,5766.47,5765.47
24.06.2016 08:02:24.886 GMT+0100,5766.15,5765.15
24.06.2016 08:02:25.216 GMT+0100,5766.4,5765.4
24.06.2016 08:02:25.632 GMT+0100,5766.35,5765.35
24.06.2016 08:02:25.985 GMT+0100,5766.22,5765.22
24.06.2016 08:02:26.536 GMT+0100,5766.35,5765.35
24.06.2016 08:02:26.878 GMT+0100,5766.48,5765.48
24.06.2016 08:02:27.306 GMT+0100,5766.74,5765.74
24.06.2016 08:02:27.637 GMT+0100,5768.85,5767.425
24.06.2016 08:02:27.944 GMT+0100,5769.16,5768.02
24.06.2016 08:02:28.626 GMT+0100,5769.96,5768.96
24.06.2016 08:02:29.145 GMT+0100,5769.92,5768.92
24.06.2016 08:02:29.616 GMT+0100,5770.02,5769.02
24.06.2016 08:02:30.166 GMT+0100,5771.35,5770.35
24.06.2016 08:02:30.764 GMT+0100,5771.02,5770.02
24.06.2016 08:02:31.066 GMT+0100,5771.27,5770.27
24.06.2016 08:02:31.486 GMT+0100,5772.02,5771.02
24.06.2016 08:02:31.807 GMT+0100,5772.15,5771.15
24.06.2016 08:02:32.256 GMT+0100,5772.31,5771.31
24.06.2016 08:02:33.025 GMT+0100,5772.39,5771.39
24.06.2016 08:02:33.356 GMT+0100,5771.77,5770.77
24.06.2016 08:02:33.826 GMT+0100,5771.92,5770.92
24.06.2016 08:02:34.178 GMT+0100,5772.32,5771.32
24.06.2016 08:02:34.676 GMT+0100,5773.12,5772.12
24.06.2016 08:02:35.005 GMT+0100,5773.785,5772.77
24.06.2016 08:02:35.445 GMT+0100,5773.735,5772.67
24.06.2016 08:02:35.776 GMT+0100,5772.995,5771.69
24.06.2016 08:02:36.086 GMT+0100,5772.82,5771.82
24.06.2016 08:02:36.471 GMT+0100,5772.15,5771.15
24.06.2016 08:02:36.789 GMT+0100,5771.77,5770.77
24.06.2016 08:02:37.090 GMT+0100,5771.41,5770.41
24.06.2016 08:02:37.395 GMT+0100,5770.61,5769.61
24.06.2016 08:02:37.975 GMT+0100,5769.14,5768.14
24.06.2016 08:02:38.296 GMT+0100,5768.77,5767.77
24.06.2016 08:02:38.636 GMT+0100,5768.31,5767.31
24.06.2016 08:02:38.965 GMT+0100,5767.88,5766.88
24.06.2016 08:02:39.580 GMT+0100,5768.15,5767.15
24.06.2016 08:02:40.105 GMT+0100,5767.81,5766.81
24.06.2016 08:02:40.687 GMT+0100,5768.02,5767.02
24.06.2016 08:02:41.165 GMT+0100,5767.95,5766.95
24.06.2016 08:02:41.529 GMT+0100,5767.92,5766.92
24.06.2016 08:02:42.155 GMT+0100,5767.44,5766.44
24.06.2016 08:02:42.483 GMT+0100,5768.08,5766.86
24.06.2016 08:02:43.208 GMT+0100,5768.06,5767.06
24.06.2016 08:02:43.597 GMT+0100,5767.72,5766.64
24.06.2016 08:02:43.948 GMT+0100,5768.27,5767.27
24.06.2016 08:02:44.262 GMT+0100,5767.35,5766.35
24.06.2016 08:02:44.575 GMT+0100,5767.28,5766.28
24.06.2016 08:02:45.026 GMT+0100,5768.33,5767.33
24.06.2016 08:02:45.455 GMT+0100,5767.42,5766.42
24.06.2016 08:02:45.786 GMT+0100,5767.43,5766.43
24.06.2016 08:02:46.225 GMT+0100,5766.745,5765.69
24.06.2016 08:02:46.555 GMT+0100,5767.02,5766.02
24.06.2016 08:02:47.105 GMT+0100,5766.85,5765.85
24.06.2016 08:02:47.765 GMT+0100,5766.83,5765.83
24.06.2016 08:02:48.140 GMT+0100,5766.87,5765.87
24.06.2016 08:02:48.535 GMT+0100,5765.88,5764.88
24.06.2016 08:02:48.896 GMT+0100,5765.9,5764.9
24.06.2016 08:02:49.246 GMT+0100,5765.89,5764.89
24.06.2016 08:02:49.636 GMT+0100,5766.65,5765.65
24.06.2016 08:02:49.984 GMT+0100,5765.15,5764.15
24.06.2016 08:02:50.302 GMT+0100,5764.245,5763.19
24.06.2016 08:02:50.654 GMT+0100,5765.67,5764.67
24.06.2016 08:02:51.065 GMT+0100,5765.72,5764.72
24.06.2016 08:02:51.453 GMT+0100,5765.16,5763.52
24.06.2016 08:02:51.809 GMT+0100,5766.27,5765.27
24.06.2016 08:02:52.164 GMT+0100,5766.35,5765.35
24.06.2016 08:02:52.487 GMT+0100,5766.16,5765.16
24.06.2016 08:02:52.869 GMT+0100,5766.49,5765.49
24.06.2016 08:02:53.172 GMT+0100,5766.71,5765.71
24.06.2016 08:02:53.500 GMT+0100,5767.47,5766.47
24.06.2016 08:02:53.825 GMT+0100,5767.65,5766.65
24.06.2016 08:02:54.185 GMT+0100,5767.97,5766.97
24.06.2016 08:02:54.515 GMT+0100,5767.52,5766.52
24.06.2016 08:02:55.025 GMT+0100,5767.285,5766.27
24.06.2016 08:02:55.462 GMT+0100,5767.69,5766.69
24.06.2016 08:02:55.837 GMT+0100,5768.12,5767.12
24.06.2016 08:02:56.466 GMT+0100,5767.925,5766.85
24.06.2016 08:02:56.785 GMT+0100,5768.13,5767.13
24.06.2016 08:02:57.335 GMT+0100,5764.74,5763.74
24.06.2016 08:02:58.145 GMT+0100,5764.77,5763.77
24.06.2016 08:02:58.519 GMT+0100,5764.74,5763.74
24.06.2016 08:02:58.875 GMT+0100,5762.97,5761.97
24.06.2016 08:02:59.225 GMT+0100,5763.32,5762.32
24.06.2016 08:02:59.543 GMT+0100,5763.02,5762.02
24.06.2016 08:03:00.085 GMT+0100,5763.52,5762.52
24.06.2016 08:03:00.459 GMT+0100,5764.32,5763.14
24.06.2016 08:03:00.866 GMT+0100,5766.45,5765.45
24.06.2016 08:03:01.185 GMT+0100,5766.71,5765.71
24.06.2016 08:03:01.625 GMT+0100,5766.95,5765.95
24.06.2016 08:03:01.997 GMT+0100,5766.72,5765.72
24.06.2016 08:03:02.505 GMT+0100,5766.97,5765.97
24.06.2016 08:03:03.020 GMT+0100,5767.02,5766.02
24.06.2016 08:03:03.385 GMT+0100,5767.37,5766.37
24.06.2016 08:03:03.705 GMT+0100,5767.73,5766.73
24.06.2016 08:03:04.123 GMT+0100,5767.68,5766.68
24.06.2016 08:03:04.595 GMT+0100,5768.18,5767.18
24.06.2016 08:03:05.035 GMT+0100,5768.08,5767.08
24.06.2016 08:03:05.475 GMT+0100,5768.32,5767.32
24.06.2016 08:03:05.937 GMT+0100,5769.52,5768.52
24.06.2016 08:03:06.266 GMT+0100,5769.27,5768.27
24.06.2016 08:03:06.709 GMT+0100,5769.52,5768.52
24.06.2016 08:03:07.015 GMT+0100,5769.35,5768.35
24.06.2016 08:03:07.444 GMT+0100,5769.29,5768.29
24.06.2016 08:03:07.746 GMT+0100,5769.25,5768.25
24.06.2016 08:03:08.184 GMT+0100,5769.295,5768.29
24.06.2016 08:03:08.819 GMT+0100,5769.66,5768.66
24.06.2016 08:03:09.244 GMT+0100,5769.87,5768.87
24.06.2016 08:03:09.656 GMT+0100,5770.02,5769.02
24.06.2016 08:03:09.984 GMT+0100,5769.94,5768.94
24.06.2016 08:03:10.318 GMT+0100,5770.41,5769.41
24.06.2016 08:03:10.754 GMT+0100,5770.95,5769.95
24.06.2016 08:03:11.304 GMT+0100,5770.86,5769.86
24.06.2016 08:03:11.975 GMT+0100,5770.85,5769.85
