Local time,Ask,Bid
22.06.2016 09:33:19.333 GMT+0100,6231.497,6229.89
22.06.2016 09:33:19.653 GMT+0100,6231.577,6230.13
22.06.2016 09:33:20.153 GMT+0100,6231.507,6229.92
22.06.2016 09:33:21.913 GMT+0100,6231.543,6230.03
22.06.2016 09:33:22.385 GMT+0100,6231.493,6229.88
22.06.2016 09:33:23.390 GMT+0100,6231.42,6229.96
22.06.2016 09:33:24.141 GMT+0100,6231.01,6230.01
22.06.2016 09:33:24.885 GMT+0100,6231.04,6230.04
22.06.2016 09:33:25.213 GMT+0100,6231.553,6230.06
22.06.2016 09:33:25.653 GMT+0100,6231.61,6230.03
22.06.2016 09:33:26.203 GMT+0100,6231.73,6230.19
22.06.2016 09:33:26.532 GMT+0100,6231.72,6230.16
22.06.2016 09:33:28.182 GMT+0100,6231.77,6230.31
22.06.2016 09:33:28.733 GMT+0100,6231.73,6230.19
22.06.2016 09:33:29.090 GMT+0100,6231.333,6229.9
22.06.2016 09:33:29.393 GMT+0100,6230.53,6230.3
22.06.2016 09:33:29.723 GMT+0100,6230.557,6229.07
22.06.2016 09:33:30.053 GMT+0100,6230.57,6229.11
22.06.2016 09:33:31.153 GMT+0100,6230.867,6229.3
22.06.2016 09:33:31.592 GMT+0100,6231.043,6229.53
22.06.2016 09:33:32.032 GMT+0100,6231.013,6229.44
22.06.2016 09:33:32.913 GMT+0100,6230.717,6229.15
22.06.2016 09:33:33.902 GMT+0100,6230.74,6229.22
22.06.2016 09:33:34.342 GMT+0100,6230.723,6229.17
22.06.2016 09:33:34.892 GMT+0100,6230.733,6229.2
22.06.2016 09:33:35.332 GMT+0100,6230.72,6229.16
22.06.2016 09:33:35.882 GMT+0100,6230.743,6229.23
22.06.2016 09:33:36.323 GMT+0100,6230.96,6229.28
22.06.2016 09:33:36.872 GMT+0100,6231.003,6229.41
22.06.2016 09:33:37.283 GMT+0100,6230.893,6229.38
22.06.2016 09:33:37.752 GMT+0100,6230.977,6229.33
22.06.2016 09:33:38.302 GMT+0100,6230.543,6229.03
22.06.2016 09:33:38.743 GMT+0100,6230.493,6228.88
22.06.2016 09:33:39.072 GMT+0100,6230.527,6228.98
22.06.2016 09:33:39.842 GMT+0100,6230.553,6229.06
22.06.2016 09:33:40.172 GMT+0100,6230.727,6229.08
22.06.2016 09:33:40.825 GMT+0100,6231.083,6229.65
22.06.2016 09:33:41.602 GMT+0100,6231.073,6229.62
22.06.2016 09:33:42.991 GMT+0100,6231.107,6229.72
22.06.2016 09:33:43.946 GMT+0100,6231.85,6229.95
22.06.2016 09:33:44.349 GMT+0100,6231.6,6231.5
22.06.2016 09:33:45.155 GMT+0100,6231.947,6230.54
22.06.2016 09:33:45.410 GMT+0100,6232.027,6230.48
22.06.2016 09:33:45.892 GMT+0100,6232.06,6230.58
22.06.2016 09:33:46.772 GMT+0100,6232.077,6230.63
22.06.2016 09:33:47.322 GMT+0100,6232.06,6230.58
22.06.2016 09:33:47.982 GMT+0100,6232.093,6230.68
22.06.2016 09:33:49.192 GMT+0100,6232.1,6230.7
22.06.2016 09:33:49.522 GMT+0100,6232.11,6231.11
22.06.2016 09:33:50.073 GMT+0100,6232.52,6230.96
22.06.2016 09:33:50.563 GMT+0100,6232.543,6231.03
22.06.2016 09:33:51.502 GMT+0100,6232.507,6230.92
22.06.2016 09:33:52.064 GMT+0100,6231.977,6230.43
22.06.2016 09:33:52.382 GMT+0100,6231.98,6230.44
22.06.2016 09:33:52.823 GMT+0100,6231.803,6230.41
22.06.2016 09:33:53.152 GMT+0100,6232.173,6230.72
22.06.2016 09:33:53.592 GMT+0100,6231.783,6230.35
22.06.2016 09:33:53.922 GMT+0100,6231.793,6230.38
22.06.2016 09:33:54.698 GMT+0100,6231.4,6231.3
22.06.2016 09:33:54.814 GMT+0100,6231.5,6231.3
22.06.2016 09:33:54.902 GMT+0100,6231.6,6231.5
22.06.2016 09:33:55.132 GMT+0100,6231.447,6230.04
22.06.2016 09:33:55.201 GMT+0100,6231.1,6231
22.06.2016 09:33:55.682 GMT+0100,6231.327,6229.98
22.06.2016 09:33:56.296 GMT+0100,6231,6230
22.06.2016 09:33:56.891 GMT+0100,6231.443,6230.03
22.06.2016 09:33:57.222 GMT+0100,6231.48,6229.84
22.06.2016 09:33:57.551 GMT+0100,6231.51,6229.93
22.06.2016 09:33:58.432 GMT+0100,6231.52,6229.96
22.06.2016 09:33:58.859 GMT+0100,6231.663,6229.99
22.06.2016 09:33:59.202 GMT+0100,6231.69,6230.07
22.06.2016 09:33:59.641 GMT+0100,6231.613,6229.84
22.06.2016 09:34:00.192 GMT+0100,6231.487,6229.86
22.06.2016 09:34:00.631 GMT+0100,6231.687,6229.96
22.06.2016 09:34:00.962 GMT+0100,6231.48,6229.84
22.06.2016 09:34:01.292 GMT+0100,6231.247,6229.74
22.06.2016 09:34:01.979 GMT+0100,6231.36,6229.78
22.06.2016 09:34:02.318 GMT+0100,6231.31,6229.83
22.06.2016 09:34:02.721 GMT+0100,6231.097,6229.69
22.06.2016 09:34:05.581 GMT+0100,6230.927,6229.68
22.06.2016 09:34:05.912 GMT+0100,6230.613,6229.24
22.06.2016 09:34:06.324 GMT+0100,6230.93,6229.49
22.06.2016 09:34:06.644 GMT+0100,6231.087,6229.66
22.06.2016 09:34:07.011 GMT+0100,6230.98,6229.98
22.06.2016 09:34:07.452 GMT+0100,6231.513,6229.94
22.06.2016 09:34:09.431 GMT+0100,6231.51,6229.93
22.06.2016 09:34:10.134 GMT+0100,6231.533,6230
22.06.2016 09:34:10.780 GMT+0100,6231.547,6230.04
22.06.2016 09:34:11.846 GMT+0100,6231.597,6230.19
22.06.2016 09:34:12.995 GMT+0100,6231.587,6230.16
22.06.2016 09:34:13.501 GMT+0100,6231.57,6230.11
22.06.2016 09:34:13.934 GMT+0100,6231.34,6229.72
22.06.2016 09:34:14.335 GMT+0100,6231.177,6229.73
22.06.2016 09:34:14.712 GMT+0100,6231.75,6230.25
22.06.2016 09:34:15.041 GMT+0100,6231.743,6230.23
22.06.2016 09:34:15.371 GMT+0100,6231.737,6230.21
22.06.2016 09:34:15.701 GMT+0100,6231.717,6230.15
22.06.2016 09:34:16.363 GMT+0100,6231.76,6230.28
22.06.2016 09:34:17.571 GMT+0100,6231.743,6230.23
22.06.2016 09:34:17.990 GMT+0100,6231.727,6230.18
22.06.2016 09:34:19.001 GMT+0100,6231.75,6230.25
22.06.2016 09:34:19.991 GMT+0100,6231.76,6230.28
22.06.2016 09:34:20.321 GMT+0100,6231.767,6230.3
22.06.2016 09:34:20.998 GMT+0100,6232.087,6230.66
22.06.2016 09:34:21.317 GMT+0100,6232.617,6230.85
22.06.2016 09:34:21.751 GMT+0100,6232.613,6231.04
22.06.2016 09:34:22.052 GMT+0100,6232.603,6231.21
22.06.2016 09:34:22.411 GMT+0100,6232.383,6230.85
22.06.2016 09:34:22.859 GMT+0100,6232.293,6230.88
22.06.2016 09:34:24.220 GMT+0100,6232.307,6230.92
22.06.2016 09:34:24.831 GMT+0100,6232.313,6230.94
22.06.2016 09:34:26.708 GMT+0100,6232.517,6230.95
22.06.2016 09:34:27.223 GMT+0100,6232.56,6230.88
22.06.2016 09:34:27.725 GMT+0100,6232.57,6231.11
22.06.2016 09:34:28.462 GMT+0100,6232.433,6231
22.06.2016 09:34:28.791 GMT+0100,6232.28,6230.74
22.06.2016 09:34:29.093 GMT+0100,6232.25,6230.75
22.06.2016 09:34:29.670 GMT+0100,6232.82,6231.82
22.06.2016 09:34:30.001 GMT+0100,6232.25,6230.75
22.06.2016 09:34:30.363 GMT+0100,6232.467,6230.8
22.06.2016 09:34:30.991 GMT+0100,6232.507,6230.92
22.06.2016 09:34:31.761 GMT+0100,6232.27,6230.81
22.06.2016 09:34:32.247 GMT+0100,6232.187,6230.76
22.06.2016 09:34:32.641 GMT+0100,6232.087,6230.66
22.06.2016 09:34:35.061 GMT+0100,6232.057,6230.57
22.06.2016 09:34:37.041 GMT+0100,6232.063,6230.59
22.06.2016 09:34:37.371 GMT+0100,6231.82,6230.16
22.06.2016 09:34:37.677 GMT+0100,6232.637,6230.11
22.06.2016 09:34:37.991 GMT+0100,6233.11,6231.73
22.06.2016 09:34:38.471 GMT+0100,6233.057,6231.57
22.06.2016 09:34:38.801 GMT+0100,6233.067,6231.6
22.06.2016 09:34:39.351 GMT+0100,6233.03,6231.49
22.06.2016 09:34:40.451 GMT+0100,6233.307,6231.92
22.06.2016 09:34:40.778 GMT+0100,6233.113,6231.74
22.06.2016 09:34:41.221 GMT+0100,6233.09,6231.67
22.06.2016 09:34:42.980 GMT+0100,6233.063,6231.59
22.06.2016 09:34:43.640 GMT+0100,6233.08,6231.64
22.06.2016 09:34:44.631 GMT+0100,6233.087,6231.66
22.06.2016 09:34:45.080 GMT+0100,6232.59,6232.49
22.06.2016 09:34:45.401 GMT+0100,6232.767,6231.3
22.06.2016 09:34:45.950 GMT+0100,6233.047,6231.54
22.06.2016 09:34:46.404 GMT+0100,6232.6,6232.5
22.06.2016 09:34:46.763 GMT+0100,6232.927,6231.48
22.06.2016 09:34:46.940 GMT+0100,6232.88,6231.34
22.06.2016 09:34:47.408 GMT+0100,6232.613,6231.24
22.06.2016 09:34:47.889 GMT+0100,6232.603,6231.21
22.06.2016 09:34:49.013 GMT+0100,6232.21,6232
22.06.2016 09:34:49.253 GMT+0100,6232.18,6230.74
22.06.2016 09:34:49.580 GMT+0100,6232.11,6230.73
22.06.2016 09:34:50.460 GMT+0100,6232.173,6230.72
22.06.2016 09:34:51.010 GMT+0100,6232.533,6231
22.06.2016 09:34:51.450 GMT+0100,6232.57,6231.11
22.06.2016 09:34:52.550 GMT+0100,6232.587,6231.16
22.06.2016 09:34:52.880 GMT+0100,6232.603,6231.21
22.06.2016 09:34:54.530 GMT+0100,6232.583,6231.15
22.06.2016 09:34:56.070 GMT+0100,6232.6,6231.2
22.06.2016 09:34:57.170 GMT+0100,6232.583,6231.15
22.06.2016 09:34:57.990 GMT+0100,6232.553,6231.06
22.06.2016 09:34:58.638 GMT+0100,6232.427,6230.98
22.06.2016 09:34:59.040 GMT+0100,6232.25,6230.75
22.06.2016 09:34:59.370 GMT+0100,6232.24,6230.72
22.06.2016 09:34:59.810 GMT+0100,6232.277,6230.83
22.06.2016 09:35:00.596 GMT+0100,6232.267,6230.8
22.06.2016 09:35:00.920 GMT+0100,6232.26,6230.78
22.06.2016 09:35:01.252 GMT+0100,6232.183,6230.75
22.06.2016 09:35:01.696 GMT+0100,6232,6230.4
22.06.2016 09:35:02.256 GMT+0100,6231.893,6230.38
22.06.2016 09:35:02.576 GMT+0100,6231.6,6230.6
22.06.2016 09:35:03.046 GMT+0100,6231.63,6230.63
22.06.2016 09:35:04.098 GMT+0100,6231.59,6230.59
22.06.2016 09:35:04.667 GMT+0100,6231.59,6231.3
22.06.2016 09:35:04.996 GMT+0100,6231.527,6229.98
22.06.2016 09:35:05.216 GMT+0100,6231.533,6230
22.06.2016 09:35:05.986 GMT+0100,6231.543,6230.03
22.06.2016 09:35:06.473 GMT+0100,6231.743,6230.13
22.06.2016 09:35:06.866 GMT+0100,6231.993,6230.38
22.06.2016 09:35:07.306 GMT+0100,6232.003,6230.41
22.06.2016 09:35:07.788 GMT+0100,6231.897,6230.39
22.06.2016 09:35:08.315 GMT+0100,6231.993,6230.38
22.06.2016 09:35:08.625 GMT+0100,6232.01,6230.43
22.06.2016 09:35:08.955 GMT+0100,6232.003,6230.41
22.06.2016 09:35:09.991 GMT+0100,6232.267,6230.7
22.06.2016 09:35:10.497 GMT+0100,6232.527,6230.98
22.06.2016 09:35:10.944 GMT+0100,6232.4,6230.9
22.06.2016 09:35:11.266 GMT+0100,6232.283,6230.85
22.06.2016 09:35:12.586 GMT+0100,6232.293,6230.88
22.06.2016 09:35:12.915 GMT+0100,6232.477,6230.83
22.06.2016 09:35:13.245 GMT+0100,6232.283,6230.85
22.06.2016 09:35:13.805 GMT+0100,6232.39,6230.87
22.06.2016 09:35:14.150 GMT+0100,6232.493,6230.88
22.06.2016 09:35:14.676 GMT+0100,6232.477,6230.83
22.06.2016 09:35:15.005 GMT+0100,6232.493,6230.88
22.06.2016 09:35:15.335 GMT+0100,6232.49,6230.87
22.06.2016 09:35:15.885 GMT+0100,6232.23,6230.59
22.06.2016 09:35:17.095 GMT+0100,6232.137,6230.61
22.06.2016 09:35:17.425 GMT+0100,6232.267,6230.8
22.06.2016 09:35:17.999 GMT+0100,6232.26,6230.78
22.06.2016 09:35:18.325 GMT+0100,6232.07,6230.61
22.06.2016 09:35:19.075 GMT+0100,6232.153,6230.66
22.06.2016 09:35:19.572 GMT+0100,6232.283,6230.85
22.06.2016 09:35:20.340 GMT+0100,6232.25,6230.75
22.06.2016 09:35:21.165 GMT+0100,6232.283,6230.85
22.06.2016 09:35:21.935 GMT+0100,6232.277,6230.83
22.06.2016 09:35:22.375 GMT+0100,6232.283,6230.85
22.06.2016 09:35:24.245 GMT+0100,6232.477,6230.83
22.06.2016 09:35:24.795 GMT+0100,6232.273,6230.82
22.06.2016 09:35:25.153 GMT+0100,6232.503,6230.91
22.06.2016 09:35:25.695 GMT+0100,6232.51,6230.93
22.06.2016 09:35:26.005 GMT+0100,6232.52,6230.96
22.06.2016 09:35:28.453 GMT+0100,6232.62,6231.62
22.06.2016 09:35:28.796 GMT+0100,6233.103,6231.71
22.06.2016 09:35:29.135 GMT+0100,6233.11,6231.73
22.06.2016 09:35:29.525 GMT+0100,6233.1,6231.7
22.06.2016 09:35:29.965 GMT+0100,6232.973,6231.32
22.06.2016 09:35:30.296 GMT+0100,6232.977,6231.33
22.06.2016 09:35:31.641 GMT+0100,6232.973,6231.32
22.06.2016 09:35:32.495 GMT+0100,6232.977,6231.33
22.06.2016 09:35:33.001 GMT+0100,6232.98,6231.34
22.06.2016 09:35:33.815 GMT+0100,6233.02,6231.46
22.06.2016 09:35:36.119 GMT+0100,6232.847,6231.44
22.06.2016 09:35:36.475 GMT+0100,6232.58,6231.14
22.06.2016 09:35:37.997 GMT+0100,6232.563,6231.09
22.06.2016 09:35:39.986 GMT+0100,6232.55,6231.05
22.06.2016 09:35:40.305 GMT+0100,6232.533,6231
22.06.2016 09:35:40.884 GMT+0100,6232.52,6230.96
22.06.2016 09:35:42.534 GMT+0100,6232.513,6230.94
22.06.2016 09:35:44.102 GMT+0100,6232.727,6231.08
22.06.2016 09:35:44.406 GMT+0100,6232.993,6231.38
22.06.2016 09:35:45.835 GMT+0100,6232.997,6231.39
22.06.2016 09:35:46.167 GMT+0100,6233.143,6231.43
22.06.2016 09:35:46.468 GMT+0100,6233.01,6232.01
22.06.2016 09:35:46.825 GMT+0100,6233.55,6232.05
22.06.2016 09:35:47.170 GMT+0100,6233.807,6232.12
22.06.2016 09:35:47.516 GMT+0100,6234.07,6232.61
22.06.2016 09:35:47.872 GMT+0100,6234.153,6232.66
22.06.2016 09:35:48.254 GMT+0100,6234.277,6232.83
22.06.2016 09:35:48.573 GMT+0100,6234.3,6232.9
22.06.2016 09:35:49.025 GMT+0100,6234.283,6232.85
22.06.2016 09:35:52.104 GMT+0100,6234.277,6232.83
22.06.2016 09:35:53.050 GMT+0100,6233.9,6233.8
22.06.2016 09:35:53.314 GMT+0100,6234.11,6232.73
22.06.2016 09:35:53.644 GMT+0100,6234.093,6232.68
22.06.2016 09:35:54.038 GMT+0100,6233.803,6232.41
22.06.2016 09:35:54.854 GMT+0100,6233.813,6232.44
22.06.2016 09:35:55.954 GMT+0100,6233.803,6232.41
22.06.2016 09:35:56.504 GMT+0100,6233.813,6232.44
22.06.2016 09:35:57.770 GMT+0100,6233.997,6232.39
22.06.2016 09:35:58.924 GMT+0100,6234.01,6232.43
22.06.2016 09:35:59.474 GMT+0100,6234.03,6232.49
22.06.2016 09:35:59.804 GMT+0100,6234.06,6232.58
22.06.2016 09:36:00.159 GMT+0100,6233.61,6233.5
22.06.2016 09:36:00.464 GMT+0100,6233.5,6233.4
22.06.2016 09:36:00.663 GMT+0100,6233.5,6233.3
22.06.2016 09:36:01.768 GMT+0100,6233.25,6233
22.06.2016 09:36:02.270 GMT+0100,6233.617,6232.25
22.06.2016 09:36:02.444 GMT+0100,6233.593,6232.18
22.06.2016 09:36:02.774 GMT+0100,6233.61,6232.03
22.06.2016 09:36:03.214 GMT+0100,6233.56,6232.56
22.06.2016 09:36:03.655 GMT+0100,6234.07,6232.61
22.06.2016 09:36:04.098 GMT+0100,6234.427,6232.68
22.06.2016 09:36:04.424 GMT+0100,6234.527,6232.98
22.06.2016 09:36:04.754 GMT+0100,6234.553,6233.06
22.06.2016 09:36:05.304 GMT+0100,6234.543,6233.03
22.06.2016 09:36:05.695 GMT+0100,6234.1,6234
22.06.2016 09:36:05.854 GMT+0100,6234.06,6233.96
22.06.2016 09:36:06.954 GMT+0100,6234.03,6233.93
22.06.2016 09:36:07.411 GMT+0100,6234.443,6233.03
22.06.2016 09:36:07.504 GMT+0100,6234.407,6232.92
22.06.2016 09:36:07.834 GMT+0100,6234.527,6232.98
22.06.2016 09:36:08.384 GMT+0100,6234.553,6233.06
22.06.2016 09:36:11.684 GMT+0100,6234.563,6233.09
22.06.2016 09:36:12.014 GMT+0100,6234.553,6233.06
22.06.2016 09:36:12.894 GMT+0100,6234.543,6233.03
22.06.2016 09:36:13.220 GMT+0100,6234.177,6234
22.06.2016 09:36:13.371 GMT+0100,6234.26,6232.98
22.06.2016 09:36:13.510 GMT+0100,6233.98,6233.8
22.06.2016 09:36:13.672 GMT+0100,6233.987,6232.36
22.06.2016 09:36:13.925 GMT+0100,6234.03,6232.49
22.06.2016 09:36:14.324 GMT+0100,6234.043,6232.53
22.06.2016 09:36:14.723 GMT+0100,6233.6,6233.5
22.06.2016 09:36:15.822 GMT+0100,6233.94,6232.52
22.06.2016 09:36:15.974 GMT+0100,6233.953,6232.56
22.06.2016 09:36:16.304 GMT+0100,6234.01,6232.43
22.06.2016 09:36:17.624 GMT+0100,6234.007,6232.42
22.06.2016 09:36:17.954 GMT+0100,6234.083,6232.65
22.06.2016 09:36:18.503 GMT+0100,6234.103,6232.71
22.06.2016 09:36:18.944 GMT+0100,6234.097,6232.69
22.06.2016 09:36:19.345 GMT+0100,6234.373,6232.82
22.06.2016 09:36:19.677 GMT+0100,6233.91,6233.8
22.06.2016 09:36:19.727 GMT+0100,6234.08,6232.64
22.06.2016 09:36:20.813 GMT+0100,6234.087,6232.66
22.06.2016 09:36:21.804 GMT+0100,6234.103,6232.71
22.06.2016 09:36:22.134 GMT+0100,6234.08,6232.64
22.06.2016 09:36:22.545 GMT+0100,6233.64,6233.5
22.06.2016 09:36:22.846 GMT+0100,6233.62,6233.5
22.06.2016 09:36:22.896 GMT+0100,6233.62,6233.3
22.06.2016 09:36:23.049 GMT+0100,6233.563,6232.09
22.06.2016 09:36:23.564 GMT+0100,6233.55,6232.05
22.06.2016 09:36:24.100 GMT+0100,6233.543,6232.03
22.06.2016 09:36:25.463 GMT+0100,6233.1,6233
22.06.2016 09:36:25.763 GMT+0100,6233.407,6231.92
22.06.2016 09:36:26.754 GMT+0100,6233.52,6231.96
22.06.2016 09:36:27.084 GMT+0100,6233.697,6232.29
22.06.2016 09:36:27.469 GMT+0100,6234.003,6232.41
22.06.2016 09:36:27.854 GMT+0100,6234.01,6232.43
22.06.2016 09:36:28.293 GMT+0100,6233.82,6232.82
22.06.2016 09:36:28.953 GMT+0100,6234.123,6232.77
22.06.2016 09:36:29.283 GMT+0100,6234.313,6232.94
22.06.2016 09:36:29.723 GMT+0100,6234.317,6232.95
22.06.2016 09:36:30.493 GMT+0100,6234.307,6232.92
22.06.2016 09:36:30.823 GMT+0100,6234.3,6232.9
22.06.2016 09:36:31.185 GMT+0100,6233.9,6233.8
22.06.2016 09:36:31.669 GMT+0100,6233.977,6233.8
22.06.2016 09:36:31.833 GMT+0100,6233.62,6232.26
22.06.2016 09:36:32.033 GMT+0100,6233.613,6232.24
22.06.2016 09:36:32.473 GMT+0100,6233.813,6232.44
22.06.2016 09:36:32.803 GMT+0100,6233.827,6232.48
22.06.2016 09:36:33.291 GMT+0100,6233.44,6233.3
22.06.2016 09:36:33.558 GMT+0100,6233.69,6232.27
22.06.2016 09:36:33.794 GMT+0100,6233.43,6232.43
22.06.2016 09:36:34.135 GMT+0100,6233.933,6232.5
22.06.2016 09:36:34.453 GMT+0100,6233.82,6232.46
22.06.2016 09:36:35.553 GMT+0100,6233.5,6232.5
22.06.2016 09:36:36.133 GMT+0100,6234.05,6232.55
22.06.2016 09:36:36.509 GMT+0100,6234.273,6232.82
22.06.2016 09:36:37.313 GMT+0100,6234.28,6232.84
22.06.2016 09:36:37.643 GMT+0100,6234.27,6232.81
22.06.2016 09:36:37.999 GMT+0100,6234.13,6232.79
22.06.2016 09:36:38.413 GMT+0100,6233.53,6233.43
22.06.2016 09:36:38.922 GMT+0100,6233.943,6232.53
22.06.2016 09:36:39.073 GMT+0100,6234.13,6232.59
22.06.2016 09:36:39.404 GMT+0100,6233.84,6232.84
22.06.2016 09:36:39.882 GMT+0100,6234.103,6232.51
22.06.2016 09:36:40.393 GMT+0100,6234.263,6232.79
22.06.2016 09:36:40.793 GMT+0100,6234.28,6232.84
22.06.2016 09:36:41.123 GMT+0100,6234.297,6232.89
22.06.2016 09:36:41.453 GMT+0100,6234.303,6232.91
22.06.2016 09:36:42.553 GMT+0100,6234.313,6232.94
22.06.2016 09:36:43.983 GMT+0100,6234.62,6233.06
22.06.2016 09:36:44.423 GMT+0100,6234.803,6233.41
22.06.2016 09:36:44.794 GMT+0100,6235.033,6233.5
22.06.2016 09:36:45.523 GMT+0100,6235.053,6233.56
22.06.2016 09:36:45.836 GMT+0100,6235.063,6233.59
22.06.2016 09:36:46.293 GMT+0100,6235.033,6233.5
22.06.2016 09:36:46.753 GMT+0100,6234.5,6234.3
22.06.2016 09:36:46.844 GMT+0100,6234.51,6234.3
22.06.2016 09:36:46.985 GMT+0100,6234.5,6234.3
22.06.2016 09:36:47.173 GMT+0100,6234.55,6233.05
22.06.2016 09:36:48.163 GMT+0100,6234.56,6233.08
22.06.2016 09:36:48.529 GMT+0100,6234.607,6233.22
22.06.2016 09:36:49.099 GMT+0100,6234.63,6233.29
22.06.2016 09:36:49.813 GMT+0100,6234.787,6233.36
22.06.2016 09:36:50.147 GMT+0100,6234.997,6233.39
22.06.2016 09:36:50.591 GMT+0100,6235.097,6233.49
22.06.2016 09:36:50.913 GMT+0100,6235.313,6233.94
22.06.2016 09:36:51.463 GMT+0100,6235.06,6233.58
22.06.2016 09:36:51.793 GMT+0100,6234.81,6233.81
22.06.2016 09:36:52.233 GMT+0100,6234.82,6233.82
22.06.2016 09:36:52.783 GMT+0100,6235.053,6233.56
22.06.2016 09:36:53.553 GMT+0100,6235.093,6233.68
22.06.2016 09:36:53.992 GMT+0100,6235.27,6233.81
22.06.2016 09:36:54.433 GMT+0100,6235.287,6233.86
22.06.2016 09:36:54.763 GMT+0100,6235.307,6233.92
22.06.2016 09:36:55.312 GMT+0100,6235.297,6233.89
22.06.2016 09:36:55.753 GMT+0100,6235.533,6234
22.06.2016 09:36:56.302 GMT+0100,6235.563,6234.09
22.06.2016 09:36:56.632 GMT+0100,6235.533,6234
22.06.2016 09:36:57.183 GMT+0100,6235.563,6234.09
22.06.2016 09:36:57.952 GMT+0100,6235.63,6234.29
22.06.2016 09:36:59.200 GMT+0100,6235.65,6234.15
22.06.2016 09:36:59.611 GMT+0100,6235.58,6234.14
22.06.2016 09:37:00.264 GMT+0100,6235.587,6234.16
22.06.2016 09:37:00.813 GMT+0100,6235.627,6234.28
22.06.2016 09:37:01.143 GMT+0100,6235.3,6234.3
22.06.2016 09:37:01.516 GMT+0100,6235.653,6234.16
22.06.2016 09:37:01.912 GMT+0100,6235.753,6234.26
22.06.2016 09:37:02.352 GMT+0100,6235.74,6234.22
22.06.2016 09:37:03.003 GMT+0100,6235.747,6234.24
22.06.2016 09:37:03.342 GMT+0100,6235.723,6234.17
22.06.2016 09:37:04.772 GMT+0100,6235.72,6234.16
22.06.2016 09:37:05.102 GMT+0100,6235.717,6234.15
22.06.2016 09:37:05.542 GMT+0100,6235.577,6234.13
22.06.2016 09:37:06.166 GMT+0100,6235.407,6233.92
22.06.2016 09:37:07.192 GMT+0100,6235.297,6233.89
22.06.2016 09:37:08.183 GMT+0100,6235.51,6233.93
22.06.2016 09:37:08.882 GMT+0100,6235.513,6233.94
22.06.2016 09:37:09.392 GMT+0100,6235.55,6234.05
22.06.2016 09:37:12.032 GMT+0100,6235.543,6234.03
22.06.2016 09:37:13.462 GMT+0100,6235.533,6234
22.06.2016 09:37:14.101 GMT+0100,6235.53,6233.99
22.06.2016 09:37:14.562 GMT+0100,6235.117,6233.75
22.06.2016 09:37:15.112 GMT+0100,6235.07,6233.61
22.06.2016 09:37:15.882 GMT+0100,6235.06,6233.58
22.06.2016 09:37:16.212 GMT+0100,6235.07,6233.61
22.06.2016 09:37:16.563 GMT+0100,6235.083,6233.65
22.06.2016 09:37:16.872 GMT+0100,6235.093,6233.68
22.06.2016 09:37:17.532 GMT+0100,6235.1,6233.7
22.06.2016 09:37:19.512 GMT+0100,6235.087,6233.66
22.06.2016 09:37:19.842 GMT+0100,6235.08,6233.64
22.06.2016 09:37:20.942 GMT+0100,6235.1,6233.7
22.06.2016 09:37:21.272 GMT+0100,6235.087,6233.66
22.06.2016 09:37:21.822 GMT+0100,6235.113,6233.74
22.06.2016 09:37:22.372 GMT+0100,6234.8,6233.8
22.06.2016 09:37:22.837 GMT+0100,6235.203,6233.81
22.06.2016 09:37:23.142 GMT+0100,6235.28,6233.84
22.06.2016 09:37:23.544 GMT+0100,6235.47,6233.81
22.06.2016 09:37:23.912 GMT+0100,6235.503,6233.91
22.06.2016 09:37:24.572 GMT+0100,6235.513,6233.94
22.06.2016 09:37:24.943 GMT+0100,6235.28,6233.84
22.06.2016 09:37:25.254 GMT+0100,6235.47,6233.81
22.06.2016 09:37:25.704 GMT+0100,6235.403,6233.91
22.06.2016 09:37:26.199 GMT+0100,6234.9,6234.8
22.06.2016 09:37:26.249 GMT+0100,6235.197,6233.79
22.06.2016 09:37:26.552 GMT+0100,6235.1,6233.7
22.06.2016 09:37:27.707 GMT+0100,6235.147,6233.64
22.06.2016 09:37:28.202 GMT+0100,6235.27,6233.81
22.06.2016 09:37:28.874 GMT+0100,6235.263,6233.79
22.06.2016 09:37:29.412 GMT+0100,6235.28,6233.84
22.06.2016 09:37:30.182 GMT+0100,6235.297,6233.89
22.06.2016 09:37:30.786 GMT+0100,6235.503,6233.91
22.06.2016 09:37:31.202 GMT+0100,6235.413,6233.94
22.06.2016 09:37:31.519 GMT+0100,6235.297,6233.89
22.06.2016 09:37:31.953 GMT+0100,6235.187,6233.76
22.06.2016 09:37:33.155 GMT+0100,6235.31,6233.93
22.06.2016 09:37:34.101 GMT+0100,6235.303,6233.91
22.06.2016 09:37:34.692 GMT+0100,6235.513,6233.94
22.06.2016 09:37:35.168 GMT+0100,6235.52,6233.96
22.06.2016 09:37:37.002 GMT+0100,6235.397,6233.89
22.06.2016 09:37:37.442 GMT+0100,6235.303,6233.91
22.06.2016 09:37:37.991 GMT+0100,6235.313,6233.94
22.06.2016 09:37:38.321 GMT+0100,6235.303,6233.91
22.06.2016 09:37:40.105 GMT+0100,6235.42,6233.96
22.06.2016 09:37:40.522 GMT+0100,6235.647,6234.14
22.06.2016 09:37:40.852 GMT+0100,6235.677,6234.23
22.06.2016 09:37:41.201 GMT+0100,6235.697,6234.09
22.06.2016 09:37:41.621 GMT+0100,6235.703,6234.11
22.06.2016 09:37:42.172 GMT+0100,6235.697,6234.09
22.06.2016 09:37:42.611 GMT+0100,6235.3,6234.3
