Local time,Ask,Bid
23.06.2016 08:00:09.571 GMT+0100,6308.38,6307.96
23.06.2016 08:00:09.840 GMT+0100,6309.18,6308.18
23.06.2016 08:00:10.060 GMT+0100,6309.13,6308.13
23.06.2016 08:00:10.111 GMT+0100,6309.13,6306.877
23.06.2016 08:00:10.325 GMT+0100,6307.01,6306.01
23.06.2016 08:00:10.712 GMT+0100,6306.38,6305.5
23.06.2016 08:00:10.778 GMT+0100,6306.38,6305.38
23.06.2016 08:00:10.830 GMT+0100,6306.05,6305.3
23.06.2016 08:00:11.180 GMT+0100,6306.01,6304.603
23.06.2016 08:00:11.381 GMT+0100,6304.72,6304
23.06.2016 08:00:11.784 GMT+0100,6304.51,6303.51
23.06.2016 08:00:11.834 GMT+0100,6304.63,6303.63
23.06.2016 08:00:11.985 GMT+0100,6304.63,6302.81
23.06.2016 08:00:12.086 GMT+0100,6302.38,6301.5
23.06.2016 08:00:12.420 GMT+0100,6301.88,6300.88
23.06.2016 08:00:12.491 GMT+0100,6301.9,6301.8
23.06.2016 08:00:12.717 GMT+0100,6302.88,6302.3
23.06.2016 08:00:12.791 GMT+0100,6302.88,6302
23.06.2016 08:00:12.992 GMT+0100,6302.88,6302.5
23.06.2016 08:00:13.193 GMT+0100,6302.88,6301.88
23.06.2016 08:00:13.471 GMT+0100,6304.28,6303.28
23.06.2016 08:00:13.522 GMT+0100,6304.28,6303.28
23.06.2016 08:00:13.967 GMT+0100,6304.63,6303.63
23.06.2016 08:00:14.017 GMT+0100,6304.63,6303.63
23.06.2016 08:00:14.068 GMT+0100,6304.03,6303.3
23.06.2016 08:00:14.198 GMT+0100,6304.03,6303.03
23.06.2016 08:00:14.350 GMT+0100,6303.88,6303
23.06.2016 08:00:14.801 GMT+0100,6303.88,6303
23.06.2016 08:00:15.106 GMT+0100,6303.63,6303.5
23.06.2016 08:00:15.157 GMT+0100,6304.38,6303.5
23.06.2016 08:00:15.305 GMT+0100,6304.38,6303.38
23.06.2016 08:00:15.453 GMT+0100,6304,6303.08
23.06.2016 08:00:15.554 GMT+0100,6304.08,6301.893
23.06.2016 08:00:15.671 GMT+0100,6302.28,6301.3
23.06.2016 08:00:16.001 GMT+0100,6302.38,6301.38
23.06.2016 08:00:16.311 GMT+0100,6302.58,6300.627
23.06.2016 08:00:16.462 GMT+0100,6300.72,6300.5
23.06.2016 08:00:16.513 GMT+0100,6300.72,6300
23.06.2016 08:00:16.613 GMT+0100,6300.72,6300.3
23.06.2016 08:00:16.663 GMT+0100,6301.13,6300.3
23.06.2016 08:00:16.714 GMT+0100,6301.13,6300.13
23.06.2016 08:00:17.017 GMT+0100,6300.79,6300.5
23.06.2016 08:00:17.344 GMT+0100,6301.1,6300.867
23.06.2016 08:00:17.446 GMT+0100,6301.1,6300.8
23.06.2016 08:00:17.651 GMT+0100,6302.38,6301.38
23.06.2016 08:00:17.720 GMT+0100,6302.38,6302
23.06.2016 08:00:17.920 GMT+0100,6302.63,6302
23.06.2016 08:00:17.971 GMT+0100,6302.63,6301.63
23.06.2016 08:00:18.121 GMT+0100,6302.63,6301.8
23.06.2016 08:00:18.250 GMT+0100,6302.38,6301.5
23.06.2016 08:00:18.317 GMT+0100,6302.38,6301.5
23.06.2016 08:00:18.624 GMT+0100,6302.72,6302.5
23.06.2016 08:00:18.819 GMT+0100,6303.26,6302.5
23.06.2016 08:00:18.869 GMT+0100,6303.26,6302.26
23.06.2016 08:00:19.071 GMT+0100,6303.38,6301.727
23.06.2016 08:00:19.300 GMT+0100,6302.13,6301.13
23.06.2016 08:00:19.630 GMT+0100,6302.13,6301.8
23.06.2016 08:00:19.731 GMT+0100,6302.967,6301.1
23.06.2016 08:00:19.782 GMT+0100,6304.38,6303.5
23.06.2016 08:00:19.933 GMT+0100,6304.38,6303.38
23.06.2016 08:00:20.033 GMT+0100,6304.13,6303.3
23.06.2016 08:00:20.084 GMT+0100,6304.13,6303.13
23.06.2016 08:00:20.335 GMT+0100,6304.13,6302.543
23.06.2016 08:00:20.522 GMT+0100,6304.1,6301.867
23.06.2016 08:00:20.838 GMT+0100,6301.22,6300.907
23.06.2016 08:00:20.950 GMT+0100,6301.63,6301
23.06.2016 08:00:21.156 GMT+0100,6301.63,6300.63
23.06.2016 08:00:21.207 GMT+0100,6301.78,6300.78
23.06.2016 08:00:21.350 GMT+0100,6301.78,6300.093
23.06.2016 08:00:21.400 GMT+0100,6300.22,6299.5
23.06.2016 08:00:21.451 GMT+0100,6300.22,6299.3
23.06.2016 08:00:21.583 GMT+0100,6300.22,6299.22
23.06.2016 08:00:21.645 GMT+0100,6300.22,6298.573
23.06.2016 08:00:21.721 GMT+0100,6300.21,6298.57
23.06.2016 08:00:22.047 GMT+0100,6300.21,6299.21
23.06.2016 08:00:22.300 GMT+0100,6299.63,6298.63
23.06.2016 08:00:22.402 GMT+0100,6299.63,6298.8
23.06.2016 08:00:22.710 GMT+0100,6299.63,6298.8
23.06.2016 08:00:22.761 GMT+0100,6299.63,6298.63
23.06.2016 08:00:22.840 GMT+0100,6299.63,6298.63
23.06.2016 08:00:23.041 GMT+0100,6299.58,6298.58
23.06.2016 08:00:23.091 GMT+0100,6299.58,6298.58
23.06.2016 08:00:23.444 GMT+0100,6299.13,6298.13
23.06.2016 08:00:23.810 GMT+0100,6300.13,6299.13
23.06.2016 08:00:23.860 GMT+0100,6300.13,6299.13
23.06.2016 08:00:24.250 GMT+0100,6300.78,6300
23.06.2016 08:00:24.363 GMT+0100,6300.78,6299.8
23.06.2016 08:00:24.529 GMT+0100,6300.78,6300
23.06.2016 08:00:24.580 GMT+0100,6300.78,6299.78
23.06.2016 08:00:24.665 GMT+0100,6300.78,6300
23.06.2016 08:00:24.851 GMT+0100,6300.78,6300
23.06.2016 08:00:24.901 GMT+0100,6300.78,6300.427
23.06.2016 08:00:25.002 GMT+0100,6300.72,6300.3
23.06.2016 08:00:25.103 GMT+0100,6300.98,6300.493
23.06.2016 08:00:25.569 GMT+0100,6301.44,6300.44
23.06.2016 08:00:25.790 GMT+0100,6301.38,6300.38
23.06.2016 08:00:25.857 GMT+0100,6301.38,6300.38
23.06.2016 08:00:25.971 GMT+0100,6301.38,6300.5
23.06.2016 08:00:26.230 GMT+0100,6301.48,6300.5
23.06.2016 08:00:26.358 GMT+0100,6301.48,6300.5
23.06.2016 08:00:26.560 GMT+0100,6301.8,6300.8
23.06.2016 08:00:26.761 GMT+0100,6301.8,6300.8
23.06.2016 08:00:26.875 GMT+0100,6301.78,6300.78
23.06.2016 08:00:26.961 GMT+0100,6301.78,6301.3
23.06.2016 08:00:27.126 GMT+0100,6302.25,6301.3
23.06.2016 08:00:27.177 GMT+0100,6302.25,6302
23.06.2016 08:00:27.464 GMT+0100,6303.05,6302.05
23.06.2016 08:00:27.565 GMT+0100,6302.88,6302
23.06.2016 08:00:27.679 GMT+0100,6302.88,6301.88
23.06.2016 08:00:27.780 GMT+0100,6302.88,6301.88
23.06.2016 08:00:28.082 GMT+0100,6302.92,6302.3
23.06.2016 08:00:28.133 GMT+0100,6301.88,6301.3
23.06.2016 08:00:28.334 GMT+0100,6303.48,6302.48
23.06.2016 08:00:28.384 GMT+0100,6303.48,6302.48
23.06.2016 08:00:28.672 GMT+0100,6303.48,6302.5
23.06.2016 08:00:28.786 GMT+0100,6303.48,6303.193
23.06.2016 08:00:29.092 GMT+0100,6303.13,6302.5
23.06.2016 08:00:29.440 GMT+0100,6303.88,6302.88
23.06.2016 08:00:29.697 GMT+0100,6303.88,6303
23.06.2016 08:00:29.892 GMT+0100,6303.88,6302.88
23.06.2016 08:00:30.216 GMT+0100,6303.88,6302.88
23.06.2016 08:00:30.278 GMT+0100,6303.88,6303.3
23.06.2016 08:00:30.329 GMT+0100,6303.9,6303.8
23.06.2016 08:00:30.395 GMT+0100,6303.88,6303.3
23.06.2016 08:00:30.581 GMT+0100,6304.327,6302.88
23.06.2016 08:00:31.291 GMT+0100,6306.63,6305.63
23.06.2016 08:00:31.510 GMT+0100,6307.05,6306.05
23.06.2016 08:00:31.729 GMT+0100,6306.76,6306
23.06.2016 08:00:32.038 GMT+0100,6306.76,6306.5
23.06.2016 08:00:32.170 GMT+0100,6307.02,6306.5
23.06.2016 08:00:32.220 GMT+0100,6307.02,6306.707
23.06.2016 08:00:32.491 GMT+0100,6307.55,6307
23.06.2016 08:00:32.542 GMT+0100,6307.55,6307.217
23.06.2016 08:00:32.713 GMT+0100,6307.55,6306.55
23.06.2016 08:00:32.830 GMT+0100,6307.63,6306.63
23.06.2016 08:00:33.271 GMT+0100,6307.72,6307
23.06.2016 08:00:33.430 GMT+0100,6307.88,6306.88
23.06.2016 08:00:33.495 GMT+0100,6307.88,6306.88
23.06.2016 08:00:33.710 GMT+0100,6307.22,6306.5
23.06.2016 08:00:33.997 GMT+0100,6307.22,6306.5
23.06.2016 08:00:34.319 GMT+0100,6307.63,6307.5
23.06.2016 08:00:34.401 GMT+0100,6307.63,6307.5
23.06.2016 08:00:34.521 GMT+0100,6308.077,6306.63
23.06.2016 08:00:34.590 GMT+0100,6308.38,6307.38
23.06.2016 08:00:34.902 GMT+0100,6308.38,6307.38
23.06.2016 08:00:34.952 GMT+0100,6309.13,6308.13
23.06.2016 08:00:35.053 GMT+0100,6309.13,6308.13
23.06.2016 08:00:35.137 GMT+0100,6309.13,6307.543
23.06.2016 08:00:35.187 GMT+0100,6309.31,6307.603
23.06.2016 08:00:35.521 GMT+0100,6307.81,6306.81
23.06.2016 08:00:35.862 GMT+0100,6307.63,6306.63
23.06.2016 08:00:35.912 GMT+0100,6307.58,6306.58
23.06.2016 08:00:35.963 GMT+0100,6307.58,6306.193
23.06.2016 08:00:36.063 GMT+0100,6307.58,6306.58
23.06.2016 08:00:36.239 GMT+0100,6306.88,6306
23.06.2016 08:00:36.460 GMT+0100,6306.81,6306
23.06.2016 08:00:36.715 GMT+0100,6306.88,6306
23.06.2016 08:00:36.866 GMT+0100,6306.88,6306.5
23.06.2016 08:00:37.010 GMT+0100,6307.24,6306.5
23.06.2016 08:00:37.213 GMT+0100,6307.24,6306.5
23.06.2016 08:00:37.450 GMT+0100,6307.93,6307
23.06.2016 08:00:37.716 GMT+0100,6307.93,6307
23.06.2016 08:00:37.780 GMT+0100,6308.05,6307.05
23.06.2016 08:00:38.873 GMT+0100,6308.05,6307.05
23.06.2016 08:00:38.995 GMT+0100,6308.11,6307.11
23.06.2016 08:00:39.319 GMT+0100,6314.34,6313.34
23.06.2016 08:00:39.370 GMT+0100,6314.34,6313.34
23.06.2016 08:00:39.420 GMT+0100,6314.34,6313.34
23.06.2016 08:00:39.649 GMT+0100,6314.05,6313.05
23.06.2016 08:00:39.787 GMT+0100,6314.05,6313.05
23.06.2016 08:00:40.253 GMT+0100,6313.38,6312.5
23.06.2016 08:00:40.303 GMT+0100,6313.38,6313
23.06.2016 08:00:40.420 GMT+0100,6314.1,6313.1
23.06.2016 08:00:40.481 GMT+0100,6314.1,6313.5
23.06.2016 08:00:40.691 GMT+0100,6314.01,6313.01
23.06.2016 08:00:40.969 GMT+0100,6314.05,6313.05
23.06.2016 08:00:41.332 GMT+0100,6314.3,6313.5
23.06.2016 08:00:41.385 GMT+0100,6314.3,6313.3
23.06.2016 08:00:41.521 GMT+0100,6315.24,6314.24
23.06.2016 08:00:41.834 GMT+0100,6315.24,6314.24
23.06.2016 08:00:42.069 GMT+0100,6315.55,6314.55
23.06.2016 08:00:42.289 GMT+0100,6315.52,6314.52
23.06.2016 08:00:42.729 GMT+0100,6315.55,6314.55
23.06.2016 08:00:43.143 GMT+0100,6315.52,6314.52
23.06.2016 08:00:43.279 GMT+0100,6315.48,6314.48
23.06.2016 08:00:43.499 GMT+0100,6315.58,6314.58
23.06.2016 08:00:43.830 GMT+0100,6315.52,6314.52
23.06.2016 08:00:44.159 GMT+0100,6315.44,6314.44
23.06.2016 08:00:44.489 GMT+0100,6315.48,6314.48
23.06.2016 08:00:44.819 GMT+0100,6315.52,6314.52
23.06.2016 08:00:45.370 GMT+0100,6315.44,6314.44
23.06.2016 08:00:45.595 GMT+0100,6315.38,6314.38
23.06.2016 08:00:45.904 GMT+0100,6314.63,6312.877
23.06.2016 08:00:46.249 GMT+0100,6312.72,6312
23.06.2016 08:00:46.541 GMT+0100,6312.72,6311.72
23.06.2016 08:00:46.592 GMT+0100,6312.48,6311.5
23.06.2016 08:00:46.752 GMT+0100,6312.48,6311.5
23.06.2016 08:00:46.910 GMT+0100,6312.55,6311.55
23.06.2016 08:00:47.130 GMT+0100,6312.58,6311.58
23.06.2016 08:00:47.349 GMT+0100,6312.47,6311.5
23.06.2016 08:00:47.509 GMT+0100,6312.47,6311.47
23.06.2016 08:00:47.680 GMT+0100,6312.33,6311.33
23.06.2016 08:00:47.730 GMT+0100,6312.33,6311.33
23.06.2016 08:00:47.900 GMT+0100,6311.83,6310.83
23.06.2016 08:00:48.114 GMT+0100,6311.83,6310.83
23.06.2016 08:00:48.229 GMT+0100,6311.58,6310.58
23.06.2016 08:00:48.451 GMT+0100,6309.22,6308.5
23.06.2016 08:00:48.711 GMT+0100,6309.95,6309
23.06.2016 08:00:48.869 GMT+0100,6310.483,6308.95
23.06.2016 08:00:48.999 GMT+0100,6311.88,6310.88
23.06.2016 08:00:49.220 GMT+0100,6312.18,6311.18
23.06.2016 08:00:49.270 GMT+0100,6312.18,6311.18
23.06.2016 08:00:49.423 GMT+0100,6312.18,6311.5
23.06.2016 08:00:49.549 GMT+0100,6311.78,6311.5
23.06.2016 08:00:49.769 GMT+0100,6312.38,6311.5
23.06.2016 08:00:49.826 GMT+0100,6312.38,6311.38
23.06.2016 08:00:49.954 GMT+0100,6312.38,6312
23.06.2016 08:00:50.005 GMT+0100,6313.48,6312.48
23.06.2016 08:00:50.228 GMT+0100,6313.48,6312.5
23.06.2016 08:00:50.539 GMT+0100,6313.22,6312.5
23.06.2016 08:00:50.729 GMT+0100,6313.22,6312.8
23.06.2016 08:00:51.188 GMT+0100,6313.98,6313
23.06.2016 08:00:51.248 GMT+0100,6314.02,6313.02
23.06.2016 08:00:51.533 GMT+0100,6314.02,6312.007
23.06.2016 08:00:51.684 GMT+0100,6313.81,6311.437
23.06.2016 08:00:52.189 GMT+0100,6311.38,6310.5
23.06.2016 08:00:52.537 GMT+0100,6311.38,6310.38
23.06.2016 08:00:52.638 GMT+0100,6311.22,6310.3
23.06.2016 08:00:52.689 GMT+0100,6311.22,6310.8
23.06.2016 08:00:52.739 GMT+0100,6311.22,6310.3
23.06.2016 08:00:52.890 GMT+0100,6312.26,6311.26
23.06.2016 08:00:53.399 GMT+0100,6312.78,6311.8
23.06.2016 08:00:53.729 GMT+0100,6312.8,6312.433
23.06.2016 08:00:53.843 GMT+0100,6312.8,6312.3
23.06.2016 08:00:54.087 GMT+0100,6313.28,6312.3
23.06.2016 08:00:54.145 GMT+0100,6313.28,6312.793
23.06.2016 08:00:54.246 GMT+0100,6313.28,6312.3
23.06.2016 08:00:54.347 GMT+0100,6313.63,6311.71
23.06.2016 08:00:54.499 GMT+0100,6313.28,6311.127
23.06.2016 08:00:54.829 GMT+0100,6311.24,6310.3
23.06.2016 08:00:55.159 GMT+0100,6311.55,6310.55
23.06.2016 08:00:55.379 GMT+0100,6311.6,6310.6
23.06.2016 08:00:55.943 GMT+0100,6311.63,6310.8
23.06.2016 08:00:56.699 GMT+0100,6312.05,6311.05
23.06.2016 08:00:57.359 GMT+0100,6311.98,6311
23.06.2016 08:00:57.409 GMT+0100,6311.98,6311
23.06.2016 08:00:57.544 GMT+0100,6311.98,6310.98
23.06.2016 08:00:57.595 GMT+0100,6313.02,6312.02
23.06.2016 08:00:57.799 GMT+0100,6313.08,6312.08
23.06.2016 08:00:58.129 GMT+0100,6313.05,6312.05
23.06.2016 08:00:58.359 GMT+0100,6313.05,6312.05
23.06.2016 08:00:58.569 GMT+0100,6312.95,6311.95
23.06.2016 08:00:58.789 GMT+0100,6312.8,6311.8
23.06.2016 08:00:59.119 GMT+0100,6312.81,6311.81
23.06.2016 08:00:59.505 GMT+0100,6312.63,6311.63
23.06.2016 08:00:59.559 GMT+0100,6312.13,6311.3
23.06.2016 08:00:59.864 GMT+0100,6312.13,6311.8
23.06.2016 08:00:59.999 GMT+0100,6312.63,6311.8
23.06.2016 08:01:00.049 GMT+0100,6312.63,6311.8
23.06.2016 08:01:00.366 GMT+0100,6312.51,6311.51
23.06.2016 08:01:00.439 GMT+0100,6312.48,6311.5
23.06.2016 08:01:00.509 GMT+0100,6312.48,6311.5
23.06.2016 08:01:00.769 GMT+0100,6312.51,6311.8
23.06.2016 08:01:00.868 GMT+0100,6312.51,6311.51
23.06.2016 08:01:01.099 GMT+0100,6312.55,6311.55
23.06.2016 08:01:01.539 GMT+0100,6312.48,6311.5
23.06.2016 08:01:01.714 GMT+0100,6312.48,6311.5
23.06.2016 08:01:02.120 GMT+0100,6312.68,6311.8
23.06.2016 08:01:02.174 GMT+0100,6312.68,6311.68
23.06.2016 08:01:02.309 GMT+0100,6312.52,6311.52
23.06.2016 08:01:02.639 GMT+0100,6312.55,6311.55
23.06.2016 08:01:04.069 GMT+0100,6312.51,6311.51
23.06.2016 08:01:04.289 GMT+0100,6312.38,6311.5
23.06.2016 08:01:04.729 GMT+0100,6312.5,6311.5
23.06.2016 08:01:04.825 GMT+0100,6312.5,6311.5
23.06.2016 08:01:05.279 GMT+0100,6312.72,6311.72
23.06.2016 08:01:05.329 GMT+0100,6312.72,6311.72
23.06.2016 08:01:05.499 GMT+0100,6312.62,6311.62
23.06.2016 08:01:05.878 GMT+0100,6312.55,6311.55
23.06.2016 08:01:05.929 GMT+0100,6312.55,6311.017
23.06.2016 08:01:06.160 GMT+0100,6310.94,6310
23.06.2016 08:01:06.831 GMT+0100,6310.94,6310
23.06.2016 08:01:07.039 GMT+0100,6311.72,6310.72
23.06.2016 08:01:07.259 GMT+0100,6311.74,6310.74
23.06.2016 08:01:07.589 GMT+0100,6311.63,6310.63
23.06.2016 08:01:07.809 GMT+0100,6311.47,6310.5
23.06.2016 08:01:08.248 GMT+0100,6311.5,6310.5
23.06.2016 08:01:08.398 GMT+0100,6311.5,6310.5
23.06.2016 08:01:08.499 GMT+0100,6310.84,6310
23.06.2016 08:01:08.639 GMT+0100,6310.84,6309.84
23.06.2016 08:01:08.799 GMT+0100,6308.45,6307.45
23.06.2016 08:01:09.102 GMT+0100,6308.45,6308
23.06.2016 08:01:09.161 GMT+0100,6307.93,6307
23.06.2016 08:01:09.460 GMT+0100,6308.93,6307.93
23.06.2016 08:01:09.899 GMT+0100,6309.05,6308.05
23.06.2016 08:01:10.009 GMT+0100,6309.03,6308.03
23.06.2016 08:01:10.698 GMT+0100,6308.98,6307.98
23.06.2016 08:01:10.809 GMT+0100,6308.98,6307.98
23.06.2016 08:01:10.889 GMT+0100,6308.67,6307.8
23.06.2016 08:01:10.939 GMT+0100,6308.67,6307.67
23.06.2016 08:01:11.016 GMT+0100,6308.67,6307.223
23.06.2016 08:01:11.219 GMT+0100,6307.38,6306.5
23.06.2016 08:01:12.339 GMT+0100,6307.44,6306.5
23.06.2016 08:01:12.667 GMT+0100,6307.48,6307
23.06.2016 08:01:12.957 GMT+0100,6307.48,6306.993
23.06.2016 08:01:15.868 GMT+0100,6307.55,6307
23.06.2016 08:01:16.075 GMT+0100,6307.58,6305.86
23.06.2016 08:01:16.229 GMT+0100,6307.58,6306.58
23.06.2016 08:01:16.330 GMT+0100,6307.58,6307
23.06.2016 08:01:16.381 GMT+0100,6307.58,6307
23.06.2016 08:01:16.531 GMT+0100,6309.09,6308.09
23.06.2016 08:01:16.829 GMT+0100,6309.1,6308.1
23.06.2016 08:01:17.234 GMT+0100,6309.1,6308.3
23.06.2016 08:01:17.335 GMT+0100,6309.07,6308.07
23.06.2016 08:01:17.435 GMT+0100,6309.07,6308.07
23.06.2016 08:01:17.818 GMT+0100,6308.47,6307.47
23.06.2016 08:01:17.979 GMT+0100,6308.47,6307.5
23.06.2016 08:01:18.038 GMT+0100,6309.47,6308.47
23.06.2016 08:01:18.581 GMT+0100,6309.47,6308.47
23.06.2016 08:01:18.640 GMT+0100,6309.47,6309
23.06.2016 08:01:19.029 GMT+0100,6310.05,6309.05
23.06.2016 08:01:19.084 GMT+0100,6310.05,6309.05
23.06.2016 08:01:19.470 GMT+0100,6310.93,6310
23.06.2016 08:01:19.585 GMT+0100,6310.93,6310
23.06.2016 08:01:19.686 GMT+0100,6310.93,6310
23.06.2016 08:01:19.745 GMT+0100,6310.93,6309.9
23.06.2016 08:01:19.798 GMT+0100,6310.72,6309.72
23.06.2016 08:01:20.055 GMT+0100,6310.72,6308.607
23.06.2016 08:01:20.129 GMT+0100,6309.88,6308.327
23.06.2016 08:01:20.461 GMT+0100,6309.55,6308.8
23.06.2016 08:01:20.942 GMT+0100,6309.63,6308.8
23.06.2016 08:01:21.108 GMT+0100,6309.63,6308.63
23.06.2016 08:01:21.229 GMT+0100,6309.58,6308.58
23.06.2016 08:01:21.353 GMT+0100,6309.58,6308.58
23.06.2016 08:01:21.896 GMT+0100,6309.58,6308.58
23.06.2016 08:01:22.108 GMT+0100,6309.55,6308.55
23.06.2016 08:01:22.357 GMT+0100,6309.6,6309.35
23.06.2016 08:01:22.439 GMT+0100,6309.05,6308.5
23.06.2016 08:01:22.658 GMT+0100,6310.45,6309.45
23.06.2016 08:01:22.810 GMT+0100,6310.45,6309.45
23.06.2016 08:01:22.878 GMT+0100,6310.05,6309.05
23.06.2016 08:01:23.303 GMT+0100,6310.05,6309.05
23.06.2016 08:01:23.648 GMT+0100,6309.98,6309
23.06.2016 08:01:23.805 GMT+0100,6309.98,6309
23.06.2016 08:01:23.978 GMT+0100,6310.05,6309.05
23.06.2016 08:01:24.528 GMT+0100,6309.95,6309
23.06.2016 08:01:25.169 GMT+0100,6309.95,6308.95
23.06.2016 08:01:25.299 GMT+0100,6309.63,6308.63
23.06.2016 08:01:25.518 GMT+0100,6309.43,6308.5
23.06.2016 08:01:25.784 GMT+0100,6309.43,6307.843
23.06.2016 08:01:25.848 GMT+0100,6308.18,6307.3
23.06.2016 08:01:26.178 GMT+0100,6308.38,6307.5
23.06.2016 08:01:26.728 GMT+0100,6308.31,6307.5
23.06.2016 08:01:27.721 GMT+0100,6308.24,6307.5
23.06.2016 08:01:27.785 GMT+0100,6308.24,6307.24
23.06.2016 08:01:27.939 GMT+0100,6307.98,6307
23.06.2016 08:01:28.268 GMT+0100,6308.05,6307.05
23.06.2016 08:01:28.489 GMT+0100,6307.98,6307
23.06.2016 08:01:28.643 GMT+0100,6307.98,6307
23.06.2016 08:01:28.694 GMT+0100,6307.98,6306.98
23.06.2016 08:01:28.794 GMT+0100,6308.78,6308.5
23.06.2016 08:01:29.039 GMT+0100,6309.38,6308.5
23.06.2016 08:01:29.090 GMT+0100,6309.38,6308.8
23.06.2016 08:01:30.490 GMT+0100,6309.68,6309
23.06.2016 08:01:30.584 GMT+0100,6310.05,6309.05
23.06.2016 08:01:30.635 GMT+0100,6310.05,6309.3
23.06.2016 08:01:30.692 GMT+0100,6310.05,6309.05
23.06.2016 08:01:30.798 GMT+0100,6310.13,6309.13
23.06.2016 08:01:31.019 GMT+0100,6309.76,6308.8
23.06.2016 08:01:31.093 GMT+0100,6309.76,6309
23.06.2016 08:01:31.459 GMT+0100,6309.88,6309
23.06.2016 08:01:31.594 GMT+0100,6309.88,6309.5
23.06.2016 08:01:31.678 GMT+0100,6310.48,6309.5
23.06.2016 08:01:31.736 GMT+0100,6310.48,6309.5
23.06.2016 08:01:32.065 GMT+0100,6310.55,6309.55
23.06.2016 08:01:32.115 GMT+0100,6310.55,6309.55
23.06.2016 08:01:32.196 GMT+0100,6310.55,6309.55
23.06.2016 08:01:32.505 GMT+0100,6310.55,6309.55
23.06.2016 08:01:32.669 GMT+0100,6310.28,6309.3
23.06.2016 08:01:32.739 GMT+0100,6310.28,6309.3
23.06.2016 08:01:33.053 GMT+0100,6310.26,6309.26
23.06.2016 08:01:33.242 GMT+0100,6310.26,6309.26
23.06.2016 08:01:33.328 GMT+0100,6309.72,6309
23.06.2016 08:01:33.658 GMT+0100,6309.76,6309.5
23.06.2016 08:01:34.115 GMT+0100,6310.33,6309.8
23.06.2016 08:01:34.245 GMT+0100,6310.33,6309.8
23.06.2016 08:01:34.947 GMT+0100,6310.63,6309.8
23.06.2016 08:01:34.998 GMT+0100,6310.73,6309.8
